grid_id,sum_rel_obs_all,n_indiv_rel_obs_all,mean_rel_obs_all,sum_rel_obs_dry,n_indiv_rel_obs_dry,mean_rel_obs_dry,sum_rel_obs_wet,n_indiv_rel_obs_wet,mean_rel_obs_wet,sum_rel_obs_males,n_indiv_rel_obs_males,mean_rel_obs_males,sum_rel_obs_females,n_indiv_rel_obs_females,mean_rel_obs_females,sum_rel_obs_dry_male,n_indiv_rel_obs_dry_male,mean_rel_obs_dry_male,sum_rel_obs_dry_female,n_indiv_rel_obs_dry_female,mean_rel_obs_dry_female,sum_rel_obs_wet_male,n_indiv_rel_obs_wet_male,mean_rel_obs_wet_male,sum_rel_obs_wet_female,n_indiv_rel_obs_wet_female,mean_rel_obs_wet_female,road_density,major_road_density,minor_road_density,distance_to_road_km,distance_to_major_road_km,distance_to_minor_road_km
grid_4118,0.376647834274953,1,0.376647834274953,1.73160173160173,2,0.865800865800866,0,0,0,0.376647834274953,1,0.376647834274953,0,0,0,0.865800865800866,1,0.865800865800866,0,0,0,0,0,0,0,0,0,0,0,0,3.14956816584394,17.7444571830166,3.14956816584394
grid_4119,0.770367943919405,5,0.154073588783881,2.11547889091075,3,0.705159630303584,0.458639492546887,5,0.0917278985093773,0.399200833823893,2,0.199600416911946,0,0,0,0.865800865800866,1,0.865800865800866,0,0,0,0.051150895140665,1,0.051150895140665,0,0,0,7,0,7,0.865906221324579,23.0817285622457,0.865906221324579
grid_4120,0.17873821211002,4,0.0446845530275049,0.0419639110365086,1,0.0419639110365086,0.514522292730806,4,0.128630573182701,0.09021199819576,1,0.09021199819576,0,0,0,0,0,0,0,0,0,0.20460358056266,1,0.20460358056266,0,0,0,0,0,0,6.14038087891021,28.3944490143846,6.14038087891021
grid_4121,0.701781605175236,3,0.233927201725079,0,0,0,1.23696662343108,4,0.309241655857769,0.04510599909788,1,0.04510599909788,0,0,0,0,0,0,0,0,0,0.10230179028133,1,0.10230179028133,0,0,0,0,0,0,11.290978292512,35.0674104581418,11.290978292512
grid_4122,2.13044776934035,3,0.710149256446783,0.535209950556699,2,0.267604975278349,2.9801740761305,2,1.49008703806525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1002110116859,42.0387270544837,16.1002110116859
grid_4123,0.548153941545843,4,0.137038485386461,1.12072219539006,4,0.280180548847515,0.507985014832279,4,0.12699625370807,0.16067124877265,1,0.16067124877265,0,0,0,0.466336345088895,1,0.466336345088895,0,0,0,0.0257334019557386,1,0.0257334019557386,0,0,0,0,0,0,22.4148331467729,48.1863711937703,22.4148331467729
grid_4124,0.51304623005502,3,0.17101541001834,0.419639110365086,1,0.419639110365086,0.961026396802083,4,0.240256599200521,0.00892618048736945,1,0.00892618048736945,0.283515593357635,1,0.283515593357635,0,0,0,0,0,0,0.0128667009778693,1,0.0128667009778693,0.467646497423172,1,0.467646497423172,0,0,0,26.9663022796343,53.2163513503677,26.9663022796343
grid_4125,0.352967129936025,1,0.352967129936025,0.671422576584138,1,0.671422576584138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2807574984847,58.7687118122672,29.2807574984847
grid_4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.255027874251,63.9176655157686,23.255027874251
grid_4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1590573022518,68.6507556814026,18.1590573022518
grid_4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8508256565223,71.3537787866847,12.8508256565223
grid_4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.269314487867,74.6105035079952,12.269314487867
grid_4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66450637590561,77.7421353876915,4.66450637590561
grid_4131,0.322943766781184,2,0.161471883390592,1.53645820881487,3,0.512152736271624,0.0257466529351184,1,0.0257466529351184,0,0,0,0.296484540448962,1,0.296484540448962,0,0,0,0.754426481909161,1,0.754426481909161,0,0,0,0,0,0,1,0,1,1.44682878441284,80.4007764609751,1.44682878441284
grid_4132,0.839489918371966,2,0.419744959185983,3.8841472258482,3,1.2947157419494,0.0944043940954343,1,0.0944043940954343,0,0,0,0.744236703575967,1,0.744236703575967,0,0,0,1.89376443418014,1,1.89376443418014,0,0,0,0,0,0,0,0,0,9.40076245797176,83.873297874933,9.40076245797176
grid_4133,1.19300228052691,2,0.596501140263457,1.00127985056191,3,0.333759950187302,1.53621695846207,1,1.53621695846207,0,0,0,0.14521691777092,1,0.14521691777092,0,0,0,0.369515011547344,1,0.369515011547344,0,0,0,0,0,0,0,0,0,13.309693543838,88.0634733434172,13.309693543838
grid_4134,1.87331322432132,1,1.87331322432132,1.47688060731539,1,1.47688060731539,2.11980775832475,1,2.11980775832475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24833735415864,91.0410434372305,6.24833735415864
grid_4135,0.608562205641107,1,0.608562205641107,1.06280193236715,1,1.06280193236715,0.3261242705115,1,0.3261242705115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60101829129801,90.7292550457786,4.60101829129801
grid_4136,0.105836905328888,1,0.105836905328888,0.262249827467219,1,0.262249827467219,0.00858221764503948,1,0.00858221764503948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67679945977221,91.1451418349504,6.67679945977221
grid_4137,2.59216620654932,2,1.29608310327466,0.138026224982747,1,0.138026224982747,4.14625462375382,2,2.07312731187691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.90830576628956,87.6925036194975,1.90830576628956
grid_4138,0.0211673810657776,1,0.0211673810657776,0.041407867494824,1,0.041407867494824,0.00858221764503948,1,0.00858221764503948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39628474407842,79.7982090063384,6.39628474407842
grid_4139,0.886231480164686,2,0.443115740082343,1.51515151515152,2,0.757575757575758,2.0746887966805,2,1.03734439834025,0.302800908402725,1,0.302800908402725,0.58343057176196,1,0.58343057176196,0.757575757575758,1,0.757575757575758,0,0,0,0,0,0,1.03734439834025,1,1.03734439834025,0,0,0,5.73135779566511,30.0778251792868,5.73135779566511
grid_4140,0.056369785794814,1,0.056369785794814,0,0,0,0.187265917602996,2,0.0936329588014981,0.056369785794814,1,0.056369785794814,0,0,0,0,0,0,0,0,0,0.0936329588014981,1,0.0936329588014981,0,0,0,1,0,1,1.15473593936252,21.4396562495091,1.15473593936252
grid_4141,2.60374797359707,4,0.650936993399268,3.53749395258829,4,0.884373488147073,6.36995534003651,6,1.06165922333942,0.736770143958799,3,0.245590047986266,1.86697782963827,1,1.86697782963827,0.435413642960813,1,0.435413642960813,1.33333333333333,1,1.33333333333333,0.90281999366971,2,0.451409996834855,2.28215767634855,1,2.28215767634855,0,0,0,7.2625631414365,12.8014873197315,7.2625631414365
grid_4142,0.40209442913719,3,0.134031476379063,0,0,0,1.34229272085656,6,0.223715453476094,0.40209442913719,3,0.134031476379063,0,0,0,0,0,0,0,0,0,0.671146360428282,3,0.223715453476094,0,0,0,0,0,0,4.17592400921562,4.17592400921562,10.782114465781
grid_4143,0.118623962040332,1,0.118623962040332,0.586510263929619,2,0.293255131964809,0,0,0,0.118623962040332,1,0.118623962040332,0,0,0,0.293255131964809,1,0.293255131964809,0,0,0,0,0,0,0,0,0,1,0,1,2.37478349922236,3.9884787744893,2.37478349922236
grid_4144,0.188439798690309,2,0.0942198993451546,0,0,0,0.626738644789851,4,0.156684661197463,0.188439798690309,2,0.0942198993451546,0,0,0,0,0,0,0,0,0,0.313369322394926,2,0.156684661197463,0,0,0,0,0,0,5.58733226484424,11.3758105506055,5.58733226484424
grid_4145,0.321728815126121,3,0.107242938375374,0,0,0,1.04349009250879,6,0.173915015418131,0.151400454201363,1,0.151400454201363,0.170328360924758,2,0.085164180462379,0,0,0,0,0,0,0.252206809583859,1,0.252206809583859,0.269538236670534,2,0.134769118335267,0,0,0,8.01409904029628,19.4149963267678,8.01409904029628
grid_4146,0.697116342361173,2,0.348558171180586,0,0,0,2.28444908372423,4,0.571112270931058,0.454201362604088,1,0.454201362604088,0.242914979757085,1,0.242914979757085,0,0,0,0,0,0,0.756620428751576,1,0.756620428751576,0.38560411311054,1,0.38560411311054,0,0,0,7.41681014104941,27.4692876025289,7.41681014104941
grid_4147,1.4392132590494,5,0.28784265180988,0.437636761487965,2,0.218818380743982,4.19404213419852,10,0.419404213419852,0.430310156178695,2,0.215155078089348,1.00890310287071,3,0.336301034290235,0,0,0,0.218818380743982,1,0.218818380743982,0.671954933176209,2,0.335977466588104,1.42506613392305,3,0.475022044641017,0,0,0,6.32793088173198,35.7329965997681,6.32793088173198
grid_4148,2.63832254805448,4,0.65958063701362,3.32293558048947,4,0.830733895122368,6.43255115635709,8,0.804068894544636,0.425531914893617,1,0.425531914893617,2.21279063316086,3,0.737596877720287,0,0,0,1.66146779024474,2,0.830733895122368,0.655021834061135,1,0.655021834061135,2.56125374411741,3,0.853751248039137,0,0,0,3.65999433483328,44.1489788172689,3.65999433483328
grid_4149,0.546846774084924,4,0.136711693521231,0,0,0,1.72605288752106,8,0.215756610940133,0.293244425832568,2,0.146622212916284,0.253602348252356,2,0.126801174126178,0,0,0,0,0,0,0.470547420937571,2,0.235273710468785,0.39247902282296,2,0.19623951141148,0,0,0,3.23813433090671,52.6442552916866,3.23813433090671
grid_4150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1.34993866743333,61.1858063591945,1.34993866743333
grid_4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8334138075437,30.6285920839097,10.8334138075437
grid_4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05972777120845,23.0084351397274,9.05972777120845
grid_4153,0.188323917137476,1,0.188323917137476,0,0,0,0.666666666666667,2,0.333333333333333,0.188323917137476,1,0.188323917137476,0,0,0,0,0,0,0,0,0,0.333333333333333,1,0.333333333333333,0,0,0,0,0,0,6.49943065556502,15.738200745031,6.49943065556502
grid_4154,0.188323917137476,1,0.188323917137476,0.432900432900433,2,0.216450216450216,0.333333333333333,2,0.166666666666667,0.188323917137476,1,0.188323917137476,0,0,0,0.216450216450216,1,0.216450216450216,0,0,0,0.166666666666667,1,0.166666666666667,0,0,0,1,0,1,2.12969531877112,9.38172746222477,2.12969531877112
grid_4155,0.564971751412429,1,0.564971751412429,0.432900432900433,2,0.216450216450216,1.66666666666667,2,0.833333333333333,0.564971751412429,1,0.564971751412429,0,0,0,0.216450216450216,1,0.216450216450216,0,0,0,0.833333333333333,1,0.833333333333333,0,0,0,2,0,2,0.987620548024022,2.74447545199581,0.987620548024022
grid_4156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01176838900673,3.01176838900673,4.24925613314028
grid_4157,0.188323917137476,1,0.188323917137476,0.432900432900433,2,0.216450216450216,0.333333333333333,2,0.166666666666667,0.188323917137476,1,0.188323917137476,0,0,0,0.216450216450216,1,0.216450216450216,0,0,0,0.166666666666667,1,0.166666666666667,0,0,0,0,0,0,7.18800493721881,8.51699544098323,7.18800493721881
grid_4158,0.470809792843691,1,0.470809792843691,2.16450216450216,2,1.08225108225108,0,0,0,0.470809792843691,1,0.470809792843691,0,0,0,1.08225108225108,1,1.08225108225108,0,0,0,0,0,0,0,0,0,7,0,7,0.0914461864917854,13.218849631459,0.0914461864917854
grid_4159,0.282485875706215,1,0.282485875706215,1.2987012987013,2,0.649350649350649,0,0,0,0.282485875706215,1,0.282485875706215,0,0,0,0.649350649350649,1,0.649350649350649,0,0,0,0,0,0,0,0,0,1,0,1,0.188633264194985,18.7594460484153,0.188633264194985
grid_4160,1.81645448756467,4,0.454113621891167,0.106632544252506,1,0.106632544252506,3.07326644880208,5,0.614653289760416,0.09021199819576,1,0.09021199819576,0,0,0,0,0,0,0,0,0,0.20460358056266,1,0.20460358056266,0,0,0,1,0,1,1.86455289158479,23.5971165507269,1.86455289158479
grid_4161,1.21194533433704,4,0.302986333584259,0.0419639110365086,1,0.0419639110365086,2.06969755118569,4,0.517424387796422,0.06765899864682,1,0.06765899864682,0,0,0,0,0,0,0,0,0,0.153452685421995,1,0.153452685421995,0,0,0,0,0,0,10.3661404676127,30.0882443974035,10.3661404676127
grid_4162,2.64639025874814,2,1.32319512937407,0,0,0,4.15310993510326,2,2.07655496755163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3509640616768,37.332431510591,15.3509640616768
grid_4163,4.55606862274262,3,1.51868954091421,2.19925008958022,2,1.09962504479011,6.037762296689,4,1.50944057417225,0.00892618048736945,1,0.00892618048736945,0,0,0,0,0,0,0,0,0,0.0128667009778693,1,0.0128667009778693,0,0,0,0,0,0,20.921598685385,43.2895962905595,20.921598685385
grid_4164,2.15869065719016,4,0.53967266429754,0.524628388225007,2,0.262314194112504,4.84614978302313,6,0.807691630503854,0.0892618048736946,1,0.0892618048736946,0.908407105247931,1,0.908407105247931,0.262314194112504,1,0.262314194112504,0,0,0,0.0128667009778693,1,0.0128667009778693,1.49837755296812,1,1.49837755296812,0,0,0,27.3360025221367,48.6708341621919,27.3360025221367
grid_4165,0.301019490428275,3,0.100339830142758,0.461603021401595,1,0.461603021401595,0.185080088889526,4,0.0462700222223816,0.0178523609747389,1,0.0178523609747389,0.0405022276225192,1,0.0405022276225192,0,0,0,0,0,0,0.0257334019557386,1,0.0257334019557386,0.0668066424890246,1,0.0668066424890246,0,0,0,30.3258202756016,54.0019253327235,30.3258202756016
grid_4166,0.154423119347011,1,0.154423119347011,0.29374737725556,1,0.29374737725556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3632089901659,59.3273361176096,24.3632089901659
grid_4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7605466846751,64.381290506924,18.7605466846751
grid_4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2714098575487,67.6311799583821,13.2714098575487
grid_4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30175669187831,70.5641208482111,9.30175669187831
grid_4170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82136068846437,74.2186537333634,8.82136068846437
grid_4171,0.00529184526644441,1,0.00529184526644441,0.0138026224982747,1,0.0138026224982747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.4694999815689,76.5889073424225,0.4694999815689
grid_4172,0.603472082557627,2,0.301736041278814,2.55578028647614,3,0.851926762158713,0.0429110882251974,1,0.0429110882251974,0,0,0,0.423549343498518,1,0.423549343498518,0,0,0,1.07775211701309,1,1.07775211701309,0,0,0,0,0,0,0,0,0,6.30794310911068,79.7577956615886,6.30794310911068
grid_4173,1.24696200388819,2,0.623481001944093,4.51906786076884,3,1.50635595358961,0.360453141091658,1,0.360453141091658,0,0,0,0.744236703575967,1,0.744236703575967,0,0,0,1.89376443418014,1,1.89376443418014,0,0,0,0,0,0,0,0,0,14.1847338104879,83.7063391248548,14.1847338104879
grid_4174,2.30195269090332,1,2.30195269090332,0.469289164941339,1,0.469289164941339,3.44146927566083,1,3.44146927566083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37366855646224,88.3300427407053,8.37366855646224
grid_4175,1.09541197015399,1,1.09541197015399,1.04899930986888,1,1.04899930986888,1.12427051150017,1,1.12427051150017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56074587201132,93.2908415369412,2.56074587201132
grid_4176,0.433931311848442,1,0.433931311848442,0.910973084886128,1,0.910973084886128,0.137315482320632,1,0.137315482320632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61695121524684,93.331471317794,4.61695121524684
grid_4177,0.00529184526644441,1,0.00529184526644441,0.0138026224982747,1,0.0138026224982747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22983370874149,92.6675984182772,5.22983370874149
grid_4178,0.0248200546041201,1,0.0248200546041201,0,0,0,0.0405295865982167,1,0.0405295865982167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98543360808345,84.7733038051185,2.98543360808345
grid_4179,0.026459226332222,1,0.026459226332222,0,0,0,0.0429110882251974,1,0.0429110882251974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37627978922012,76.8790091919587,8.37627978922012
grid_4180,0.155940285108035,2,0.0779701425540174,0,0,0,0.481141003295054,3,0.160380334431685,0,0,0,0.116686114352392,1,0.116686114352392,0,0,0,0,0,0,0,0,0,0.20746887966805,1,0.20746887966805,0,0,0,4.77225513905261,34.581532091679,4.77225513905261
grid_4181,0.292253484838248,2,0.146126742419124,0,0,0,0.92918038461063,3,0.30972679487021,0,0,0,0.233372228704784,1,0.233372228704784,0,0,0,0,0,0,0,0,0,0.4149377593361,1,0.4149377593361,0,0,0,5.95139598026236,25.9683705173675,5.95139598026236
grid_4182,0.309072455805465,2,0.154536227902733,0,0,0,1.08208232825606,4,0.270520582064015,0.0757002271006813,1,0.0757002271006813,0.233372228704784,1,0.233372228704784,0,0,0,0,0,0,0.126103404791929,1,0.126103404791929,0.4149377593361,1,0.4149377593361,1,0,1,2.46590310053621,17.4020163442851,2.46590310053621
grid_4183,2.23152611903799,5,0.446305223807598,2.93255131964809,2,1.46627565982405,5.65861429991772,10,0.565861429991772,1.76478166162842,4,0.441195415407106,0.466744457409568,1,0.466744457409568,1.46627565982405,1,1.46627565982405,0,0,0,1.99943163128666,4,0.499857907821665,0.829875518672199,1,0.829875518672199,0,0,0,9.01534906929337,9.01534906929337,11.0641886718341
grid_4184,0.343786795654436,2,0.171893397827218,0,0,0,1.17155818808768,4,0.292889547021919,0.227100681302044,1,0.227100681302044,0.116686114352392,1,0.116686114352392,0,0,0,0,0,0,0.378310214375788,1,0.378310214375788,0.20746887966805,1,0.20746887966805,1,1,0,0.986260358542121,0.986260358542121,6.00083211778467
grid_4185,0.169109357384442,1,0.169109357384442,0,0,0,0.561797752808989,2,0.280898876404494,0.169109357384442,1,0.169109357384442,0,0,0,0,0,0,0,0,0,0.280898876404494,1,0.280898876404494,0,0,0,1,0,1,2.08175163086996,6.4265451370099,2.08175163086996
grid_4186,0.315853930448844,3,0.105284643482948,0.586510263929619,2,0.293255131964809,0.639823233250317,4,0.159955808312579,0.270024416241695,2,0.135012208120847,0.0458295142071494,1,0.0458295142071494,0.293255131964809,1,0.293255131964809,0,0,0,0.252206809583859,1,0.252206809583859,0.0677048070412999,1,0.0677048070412999,0,0,0,9.98164509077526,14.4657309131726,9.98164509077526
grid_4187,0.981545187225422,4,0.245386296806355,0,0,0,3.22149183912261,8,0.402686479890326,0.757002271006813,1,0.757002271006813,0.224542916218609,3,0.0748476387395362,0,0,0,0,0,0,1.26103404791929,1,1.26103404791929,0.349711871642009,3,0.11657062388067,0,0,0,10.1587269381258,22.5632435868056,10.1587269381258
grid_4188,0.304487637512758,3,0.101495879170919,0,0,0,0.917723032536271,6,0.152953838756045,0.141843971631206,1,0.141843971631206,0.162643665881552,2,0.0813218329407761,0,0,0,0,0,0,0.218340611353712,1,0.218340611353712,0.240520904914424,2,0.120260452457212,0,0,0,9.5684450157678,30.9254789092453,9.5684450157678
grid_4189,1.53626824793678,4,0.384067061984195,1.25592212938238,4,0.313980532345594,4.05008783519786,8,0.506260979399732,0.638297872340425,1,0.638297872340425,0.897970375596352,3,0.299323458532117,0.202429149797571,1,0.202429149797571,0.425531914893617,1,0.425531914893617,0.873362445414847,1,0.873362445414847,1.15168147218408,3,0.383893824061361,0,0,0,4.32554924525331,39.4166275875387,4.32554924525331
grid_4190,2.03720382710555,3,0.679067942368515,6.31376383133914,4,1.57844095783478,3.00186058551175,6,0.500310097585291,0,0,0,2.03720382710555,3,0.679067942368515,0,0,0,3.15688191566957,2,1.57844095783478,0,0,0,1.50093029275587,3,0.500310097585291,2,0,2,0.589042845106369,47.9682792581028,0.589042845106369
grid_4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,1.39304359036706,56.5529937279363,1.39304359036706
grid_4192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.996695196483227,65.157703951264,0.996695196483227
grid_4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.034646833441,28.0083105004225,11.034646833441
grid_4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0076856890894,20.7072632457338,10.0076856890894
grid_4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56403102927685,14.146891828062,6.56403102927685
grid_4196,1.9774011299435,1,1.9774011299435,0,0,0,7,2,3.5,1.9774011299435,1,1.9774011299435,0,0,0,0,0,0,0,0,0,3.5,1,3.5,0,0,0,1,0,1,1.6109612461706,7.7031562847571,1.6109612461706
grid_4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0.232616262796055,1.62550461187543,0.232616262796055
grid_4198,0.0941619585687382,1,0.0941619585687382,0,0,0,0.333333333333333,2,0.166666666666667,0.0941619585687382,1,0.0941619585687382,0,0,0,0,0,0,0,0,0,0.166666666666667,1,0.166666666666667,0,0,0,0,0,0,5.09051120359001,5.09051120359001,5.95349187875363
grid_4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48450459308904,8.6980743891127,4.48450459308904
grid_4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0.200421975622464,13.8828987365837,0.200421975622464
grid_4201,1.44026378717151,4,0.360065946792878,0.646165521405445,3,0.215388507135148,2.05297828181681,3,0.684326093938937,0.0941619585687382,1,0.0941619585687382,0,0,0,0.216450216450216,1,0.216450216450216,0,0,0,0,0,0,0,0,0,2,0,2,0.408044928207497,18.9051073571841,0.408044928207497
grid_4202,2.68019117872456,4,0.670047794681141,0,0,0,4.35043861613562,5,0.870087723227124,0.04510599909788,1,0.04510599909788,0,0,0,0,0,0,0,0,0,0.10230179028133,1,0.10230179028133,0,0,0,0,0,0,6.83342644623479,25.1173570583365,6.83342644623479
grid_4203,1.28341835202689,3,0.427806117342296,0,0,0,2.08054737093814,4,0.520136842734535,0.02255299954894,1,0.02255299954894,0,0,0,0,0,0,0,0,0,0.051150895140665,1,0.051150895140665,0,0,0,0,0,0,15.0534843462076,32.4257093231214,15.0534843462076
grid_4204,8.56817647102783,2,4.28408823551392,0.192667127709906,2,0.096333563854953,13.3511200320739,2,6.67556001603693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8301694557986,38.4194211978206,19.8301694557986
grid_4205,55.8092638139833,5,11.1618527627967,65.6471636464119,4,16.411790911603,48.8541515212107,8,6.10676894015133,0.120740984910004,2,0.060370492455002,0.196725105595093,1,0.196725105595093,0,0,0,0.0734753857457752,1,0.0734753857457752,0.192684605897227,2,0.0963423029486135,0.276770376025959,1,0.276770376025959,0,0,0,25.7046471232194,44.2235247921439,25.7046471232194
grid_4206,3.49476364057166,1,3.49476364057166,5.43717854518736,2,2.71858927259368,7.99770948654323,2,3.99885474327162,0,0,0,3.49476364057166,1,3.49476364057166,0,0,0,2.71858927259368,1,2.71858927259368,0,0,0,3.99885474327162,1,3.99885474327162,0,0,0,31.5739572646597,49.2813797616169,31.5739572646597
grid_4207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5065694149434,54.8087370465517,25.5065694149434
grid_4208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4866041878566,60.0309444723498,19.4866041878566
grid_4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5926710356416,63.9380654622148,14.5926710356416
grid_4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51523793605361,66.6473035346909,8.51523793605361
grid_4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60931239045072,70.1174635057587,7.60931239045072
grid_4212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.35214060455219,72.9207556206379,4.35214060455219
grid_4213,0.137628321364148,2,0.0688141606820738,0.541521826791432,3,0.180507275597144,0.017164435290079,1,0.017164435290079,0,0,0,0.0847098686997035,1,0.0847098686997035,0,0,0,0.215550423402617,1,0.215550423402617,0,0,0,0,0,0,0,0,0,3.60519130668834,75.7488075231177,3.60519130668834
grid_4214,0.623840259546135,2,0.311920129773067,2.08008389954368,3,0.693361299847895,0.231719876416066,1,0.231719876416066,0,0,0,0.332788769891692,1,0.332788769891692,0,0,0,0.846805234795997,1,0.846805234795997,0,0,0,0,0,0,0,0,0,11.2858046181348,79.4249776963377,11.2858046181348
grid_4215,0.464305869693829,2,0.232152934846914,1.70951695602765,3,0.56983898534255,0.128733264675592,1,0.128733264675592,0,0,0,0.284383130634719,1,0.284383130634719,0,0,0,0.723633564280216,1,0.723633564280216,0,0,0,0,0,0,0,0,0,12.1621825711135,83.8377738430194,12.1621825711135
grid_4216,0.793776789966661,1,0.793776789966661,0.276052449965493,1,0.276052449965493,1.11568829385513,1,1.11568829385513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56995360522587,88.8775425168967,3.56995360522587
grid_4217,2.76234322908398,1,2.76234322908398,4.73429951690821,1,4.73429951690821,1.53621695846207,1,1.53621695846207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.50803549304271,94.4439664813603,1.50803549304271
grid_4218,0.486849764512886,1,0.486849764512886,0.20703933747412,1,0.20703933747412,0.66083075866804,1,0.66083075866804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.26467140553942,96.1235109404893,2.26467140553942
grid_4219,0.149217164812662,2,0.0746085824063311,0.041407867494824,1,0.041407867494824,0.217266225353777,2,0.108633112676889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.421695851699245,89.7483986038981,0.421695851699245
