grid_id,sum_rel_obs_all,n_indiv_rel_obs_all,mean_rel_obs_all,sum_rel_obs_dry,n_indiv_rel_obs_dry,mean_rel_obs_dry,sum_rel_obs_wet,n_indiv_rel_obs_wet,mean_rel_obs_wet,sum_rel_obs_males,n_indiv_rel_obs_males,mean_rel_obs_males,sum_rel_obs_females,n_indiv_rel_obs_females,mean_rel_obs_females,sum_rel_obs_dry_male,n_indiv_rel_obs_dry_male,mean_rel_obs_dry_male,sum_rel_obs_dry_female,n_indiv_rel_obs_dry_female,mean_rel_obs_dry_female,sum_rel_obs_wet_male,n_indiv_rel_obs_wet_male,mean_rel_obs_wet_male,sum_rel_obs_wet_female,n_indiv_rel_obs_wet_female,mean_rel_obs_wet_female,road_density,major_road_density,minor_road_density,distance_to_road_km,distance_to_major_road_km,distance_to_minor_road_km
grid_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90902316564931,89.4972019758883,3.90902316564931
grid_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5654756970635,92.5370403152825,12.5654756970635
grid_27,0.648325465688399,2,0.3241627328442,0,0,0,2.44650606015263,4,0.611626515038157,0,0,0,0.648325465688399,2,0.3241627328442,0,0,0,0,0,0,0,0,0,1.22325303007631,2,0.611626515038157,0,0,0,3.78011575086885,82.8445277002287,3.78011575086885
grid_28,3.8746484966472,2,1.9373242483236,0,0,0,13.741773132017,4,3.43544328300426,0,0,0,3.8746484966472,2,1.9373242483236,0,0,0,0,0,0,0,0,0,6.87088656600852,2,3.43544328300426,0,0,0,9.00158946095824,83.9140657975361,9.00158946095824
grid_29,0.161030595813205,1,0.161030595813205,0,0,0,0.609756097560976,2,0.304878048780488,0,0,0,0.161030595813205,1,0.161030595813205,0,0,0,0,0,0,0,0,0,0.304878048780488,1,0.304878048780488,1,0,1,0.345136929543616,85.848267935192,0.345136929543616
grid_30,0.161030595813205,1,0.161030595813205,0,0,0,0.609756097560976,2,0.304878048780488,0,0,0,0.161030595813205,1,0.161030595813205,0,0,0,0,0,0,0,0,0,0.304878048780488,1,0.304878048780488,0,0,0,8.31131560187008,88.5905174173383,8.31131560187008
grid_31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9677681332847,92.0686398567453,16.9677681332847
grid_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.915059205895875,80.1460648805259,0.915059205895875
grid_33,6.04374289431079,3,2.01458096477026,0,0,0,22.207627028067,6,3.70127117134449,0,0,0,6.04374289431079,3,2.01458096477026,0,0,0,0,0,0,0,0,0,11.1038135140335,3,3.70127117134449,0,0,0,7.43778279156621,80.7882812333124,7.43778279156621
grid_34,1.01725671161103,2,0.508628355805513,0,0,0,3.70886566008517,4,0.927216415021293,0,0,0,1.01725671161103,2,0.508628355805513,0,0,0,0,0,0,0,0,0,1.85443283004259,2,0.927216415021293,0,0,0,4.59948260150746,82.3413690281627,4.59948260150746
grid_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05699592642618,84.7552695838516,4.05699592642618
grid_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7134744543603,87.9591404632323,12.7134744543603
grid_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3699529822944,91.8703709572887,21.3699529822944
grid_38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74359912144663,77.6760430364025,5.74359912144663
grid_39,1.4832180955559,3,0.494406031851968,0,0,0,5.52793275522589,6,0.921322125870981,0,0,0,1.4832180955559,3,0.494406031851968,0,0,0,0,0,0,0,0,0,2.76396637761294,3,0.921322125870981,1,0,1,2.59176079351722,77.8583478542432,2.59176079351722
grid_40,5.14366131844031,3,1.71455377281344,0,0,0,18.6058798800083,6,3.10097998000138,0,0,0,5.14366131844031,3,1.71455377281344,0,0,0,0,0,0,0,0,0,9.30293994000413,3,3.10097998000138,0,0,0,8.91881438231387,78.995423914247,8.91881438231387
grid_41,0.856226115797822,2,0.428113057898911,0,0,0,3.0991095625242,4,0.774777390631049,0,0,0,0.856226115797822,2,0.428113057898911,0,0,0,0,0,0,0,0,0,1.5495547812621,2,0.774777390631049,1,0,1,0.263698374549557,81.0470953717089,0.263698374549557
grid_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.39141763321381,83.9463300984033,8.39141763321381
grid_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0465336409781,87.609023540897,17.0465336409781
grid_44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7016496487411,91.943981176522,25.7016496487411
grid_45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.25426120453267,75.1471774356954,2.25426120453267
grid_46,2.50467788960251,3,0.834892629867504,0,0,0,9.24428008521978,6,1.54071334753663,0,0,0,2.50467788960251,3,0.834892629867504,0,0,0,0,0,0,0,0,0,4.62214004260989,3,1.54071334753663,0,0,0,6.19746092146561,75.8317410149018,6.19746092146561
grid_47,1.39039103996924,2,0.695195519984618,0,0,0,4.97870692992644,4,1.24467673248161,0,0,0,1.39039103996924,2,0.695195519984618,0,0,0,0,0,0,0,0,0,2.48935346496322,2,1.24467673248161,0,0,0,4.67736042989985,77.4842410697197,4.67736042989985
grid_48,0.161030595813205,1,0.161030595813205,0,0,0,0.609756097560976,2,0.304878048780488,0,0,0,0.161030595813205,1,0.161030595813205,0,0,0,0,0,0,0,0,0,0.304878048780488,1,0.304878048780488,0,0,0,3.97775557786354,80.0447517514404,3.97775557786354
grid_49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6328715856274,83.4297126433323,12.6328715856274
grid_50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2551234087616,87.5435412840277,21.2551234087616
grid_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6752085994755,92.2888199585816,29.6752085994755
grid_52,0.32626427406199,1,0.32626427406199,0,0,0,1.22699386503067,2,0.613496932515337,0,0,0,0.32626427406199,1,0.32626427406199,0,0,0,0,0,0,0,0,0,0.613496932515337,1,0.613496932515337,0,0,0,7.02509280758077,72.6792557922236,7.02509280758077
grid_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.52500116882337,72.8740618554417,1.52500116882337
grid_54,0.858327657015613,3,0.286109219005204,0,0,0,3.10285039747856,6,0.517141732913093,0,0,0,0.858327657015613,3,0.286109219005204,0,0,0,0,0,0,0,0,0,1.55142519873928,3,0.517141732913093,0,0,0,9.1146702740778,74.0876748191623,9.1146702740778
grid_55,3.8491119282813,2,1.92455596414065,0,0,0,13.7166085946574,4,3.42915214866434,0,0,0,3.8491119282813,2,1.92455596414065,0,0,0,0,0,0,0,0,0,6.85830429732869,2,3.42915214866434,1,0,1,0.4737559227519,76.2714771648565,0.4737559227519
grid_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1529051276589,79.3454024988749,8.1529051276589
grid_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4474091865715,83.2108620704524,16.4474091865715
grid_58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9870967351392,87.7633308125156,24.9870967351392
grid_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5885804634841,92.9018670646952,33.5885804634841
grid_60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.14766886429272,70.1484485735089,3.14766886429272
grid_61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32966260827076,70.881305758779,5.32966260827076
grid_62,2.69846273044076,3,0.899487576813586,1.80995475113122,2,0.904977375565611,8.15705093948398,6,1.359508489914,0,0,0,2.69846273044076,3,0.899487576813586,0,0,0,0.904977375565611,1,0.904977375565611,0,0,0,4.07852546974199,3,1.359508489914,0,0,0,4.97984999544312,72.6465014633796,4.97984999544312
grid_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22746533344857,75.3715386844935,3.22746533344857
grid_64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8006045090637,78.9570991897966,11.8006045090637
grid_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4472981364301,83.2921255657856,20.4472981364301
grid_66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1020572362292,88.2662611084544,29.1020572362292
grid_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.850809399221,93.7778626268758,33.850809399221
grid_68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89434987984516,67.6829430745283,7.89434987984516
grid_69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.562973820254844,67.8920868145111,0.562973820254844
grid_70,0.746268656716418,1,0.746268656716418,3.61990950226244,2,1.80995475113122,0,0,0,0,0,0,0.746268656716418,1,0.746268656716418,0,0,0,1.80995475113122,1,1.80995475113122,0,0,0,0,0,0,0,0,0,9.02029752035343,69.1931363708015,9.02029752035343
grid_71,2.24661715576706,2,1.12330857788353,0,0,0,8.07781649245064,4,2.01945412311266,0,0,0,2.24661715576706,2,1.12330857788353,0,0,0,0,0,0,0,0,0,4.03890824622532,2,2.01945412311266,1,0,1,1.17875021000038,71.5265320676714,1.17875021000038
grid_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.46977155599726,74.7957181824391,7.46977155599726
grid_73,0.805152979066022,1,0.805152979066022,0,0,0,3.04878048780488,2,1.52439024390244,0,0,0,0.805152979066022,1,0.805152979066022,0,0,0,0,0,0,0,0,0,1.52439024390244,1,1.52439024390244,0,0,0,16.1282650561157,78.8844352659396,16.1282650561157
grid_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7867585562327,83.6726287146843,24.7867585562327
grid_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4788984497814,89.0475348610208,30.4788984497814
grid_76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8652829753301,94.9095260425633,32.8652829753301
grid_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20371496776213,65.14991479648,4.20371496776213
grid_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27743724400272,65.9383505009631,4.27743724400272
grid_79,6.81646117239888,2,3.40823058619944,30.6086204500178,4,7.65215511250444,0.609756097560976,2,0.304878048780488,0,0,0,6.81646117239888,2,3.40823058619944,0,0,0,15.3043102250089,2,7.65215511250444,0,0,0,0.304878048780488,1,0.304878048780488,0,0,0,5.03188351422863,67.8322986164198,5.03188351422863
grid_80,0.161030595813205,1,0.161030595813205,0,0,0,0.609756097560976,2,0.304878048780488,0,0,0,0.161030595813205,1,0.161030595813205,0,0,0,0,0,0,0,0,0,0.304878048780488,1,0.304878048780488,0,0,0,3.52134426349284,70.7430237153208,3.52134426349284
grid_81,0.322061191626409,1,0.322061191626409,0,0,0,1.21951219512195,2,0.609756097560976,0,0,0,0.322061191626409,1,0.322061191626409,0,0,0,0,0,0,0,0,0,0.609756097560976,1,0.609756097560976,0,0,0,12.0485892047828,74.5515262968218,12.0485892047828
grid_82,0.322061191626409,1,0.322061191626409,0,0,0,1.21951219512195,2,0.609756097560976,0,0,0,0.322061191626409,1,0.322061191626409,0,0,0,0,0,0,0,0,0,0.609756097560976,1,0.609756097560976,0,0,0,20.6086288926058,79.1282802920989,20.6086288926058
grid_83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5645255661612,84.3483219203809,27.5645255661612
grid_84,0.161030595813205,1,0.161030595813205,0,0,0,0.609756097560976,2,0.304878048780488,0,0,0,0.161030595813205,1,0.161030595813205,0,0,0,0,0,0,0,0,0,0.304878048780488,1,0.304878048780488,0,0,0,29.0665058588048,90.0999116513637,29.0665058588048
grid_85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94080500216449,62.6872183459135,8.94080500216449
grid_86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.378123977558485,62.9129717367373,0.378123977558485
grid_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18455704704607,64.314824741631,8.18455704704607
grid_88,11.3196082107686,3,3.77320273692286,35.8469877843498,4,8.96174694608744,12.3750145476915,6,2.06250242461525,0,0,0,11.3196082107686,3,3.77320273692286,0,0,0,17.9234938921749,2,8.96174694608744,0,0,0,6.18750727384574,3,2.06250242461525,1,0,1,0.799877895451962,66.8187948884593,0.799877895451962
grid_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84821250573719,70.3072259383431,7.84821250573719
grid_90,0.186567164179104,1,0.186567164179104,0,0,0,0.634920634920635,2,0.317460317460317,0,0,0,0.186567164179104,1,0.186567164179104,0,0,0,0,0,0,0,0,0,0.317460317460317,1,0.317460317460317,0,0,0,16.4963029069273,74.6422178659277,16.4963029069273
grid_91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.144393308116,79.6857286892943,25.144393308116
grid_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5528416535157,85.3121915410868,25.5528416535157
grid_93,0.805152979066022,1,0.805152979066022,0,0,0,3.04878048780488,2,1.52439024390244,0,0,0,0.805152979066022,1,0.805152979066022,0,0,0,0,0,0,0,0,0,1.52439024390244,1,1.52439024390244,0,0,0,28.2859216705981,91.4140289799239,28.2859216705981
grid_94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5963662237263,60.4820515542302,13.5963662237263
grid_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03368519912082,60.1516247387132,5.03368519912082
grid_96,0.163132137030995,1,0.163132137030995,0,0,0,0.613496932515337,2,0.306748466257669,0,0,0,0.163132137030995,1,0.163132137030995,0,0,0,0,0,0,0,0,0,0.306748466257669,1,0.306748466257669,0,0,0,3.52941494662632,61.0046934875198,3.52941494662632
grid_97,7.83792096644548,3,2.61264032214849,34.4663567711149,4,8.61658919277871,1.22699386503067,2,0.613496932515337,0,0,0,7.83792096644548,3,2.61264032214849,0,0,0,17.2331783855574,2,8.61658919277871,0,0,0,0.613496932515337,1,0.613496932515337,0,0,0,5.25637824973185,63.0470244841541,5.25637824973185
grid_98,1.71245223159564,2,0.856226115797822,1.36518771331058,2,0.68259385665529,4.97870692992644,4,1.24467673248161,0,0,0,1.71245223159564,2,0.856226115797822,0,0,0,0.68259385665529,1,0.68259385665529,0,0,0,2.48935346496322,2,1.24467673248161,0,0,0,3.39171215145733,66.1685874498227,3.39171215145733
