Index,Tag,Station,Type,SW Ver.,Time Stamp,Log Interval,Latitude,Longitude,Altitude,DOP,Speed,Battery,Temperature,Light Intensity,Movement,Accelerometer,Alarm,RSSI,Coverage,Retries,Ack Source
11,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-24 3:13:01 UTC,Every 6 hours,-23.875770°,28.305825°,(-),30 meters,0 km/h,3.66 Volt,29°C,(-),N,"[-429,305,15679]",N,5,N,2,
12,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-24 9:13:24 UTC,Every 6 hours,0.000000°,0.000000°,(-),<10 meters,0 km/h,3.66 Volt,29°C,(-),N,"[-520,284,15834]",N,5,N,2,
13,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-24 15:15:39 UTC,Every 6 hours,-23.875882°,28.305628°,(-),70 meters,0 km/h,3.67 Volt,30°C,(-),N,"[-547,197,15771]",N,1,N,3,
14,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-24 21:16:24 UTC,Every 6 hours,0.000000°,0.000000°,(-),<10 meters,0 km/h,3.67 Volt,30°C,(-),N,"[-536,238,15720]",N,1,N,2,
15,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-25 3:16:29 UTC,Every 6 hours,0.000000°,0.000000°,(-),<10 meters,0 km/h,3.66 Volt,29°C,(-),N,"[-530,246,15862]",N,1,N,2,
16,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-25 9:19:50 UTC,Every 6 hours,-23.875773°,28.305732°,(-),10 meters,0 km/h,3.67 Volt,28°C,(-),Y,"[1464,324,15641]",N,5,Y,0,
17,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-25 15:21:20 UTC,Every 6 hours,-23.875808°,28.305737°,(-),10 meters,0 km/h,3.67 Volt,30°C,(-),N,"[1709,225,15684]",N,5,Y,1,
18,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-25 21:22:56 UTC,Every 6 hours,-23.875788°,28.305732°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),N,"[1728,373,15728]",N,5,Y,0,
19,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-26 3:24:20 UTC,Every 6 hours,-23.875792°,28.305715°,(-),10 meters,0 km/h,3.66 Volt,18°C,(-),N,"[1767,375,15647]",N,3,Y,1,
20,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-26 9:26:03 UTC,Every 6 hours,-23.875773°,28.305745°,(-),10 meters,0 km/h,3.67 Volt,28°C,(-),N,"[1875,348,15697]",N,5,N,2,
21,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-26 15:27:27 UTC,Every 6 hours,-23.875783°,28.305745°,(-),<10 meters,0 km/h,3.66 Volt,26°C,(-),N,"[2099,261,15640]",N,5,Y,0,
22,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-26 21:28:50 UTC,Every 6 hours,-23.875783°,28.305722°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),N,"[2143,371,15497]",N,5,N,2,
23,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-27 3:30:02 UTC,Every 6 hours,-23.875820°,28.305720°,(-),10 meters,0 km/h,3.66 Volt,19°C,(-),N,"[2323,417,15593]",N,5,Y,1,
24,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-27 9:31:32 UTC,Every 6 hours,-23.875778°,28.305745°,(-),10 meters,0 km/h,3.66 Volt,26°C,(-),N,"[2264,379,15695]",N,5,Y,0,
25,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-27 15:33:42 UTC,Every 6 hours,-23.875777°,28.305728°,(-),10 meters,0 km/h,3.66 Volt,29°C,(-),N,"[2274,383,15664]",N,5,Y,0,
26,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-27 21:34:32 UTC,Every 6 hours,-23.875778°,28.305752°,(-),10 meters,0 km/h,3.66 Volt,20°C,(-),N,"[2375,393,15661]",N,5,Y,0,
27,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-28 3:36:02 UTC,Every 6 hours,-23.875787°,28.305737°,(-),10 meters,0 km/h,3.66 Volt,17°C,(-),N,"[2367,451,15536]",N,5,Y,0,
28,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-28 9:37:27 UTC,Every 6 hours,-23.875777°,28.305725°,(-),10 meters,0 km/h,3.66 Volt,38°C,(-),N,"[2408,369,15619]",N,5,Y,0,
29,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-28 15:39:12 UTC,Every 6 hours,-23.875768°,28.305745°,(-),10 meters,0 km/h,3.67 Volt,37°C,(-),N,"[2612,360,15594]",N,5,Y,1,
30,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-28 21:40:51 UTC,Every 6 hours,-23.875787°,28.305757°,(-),10 meters,0 km/h,3.68 Volt,23°C,(-),N,"[2636,459,15524]",N,5,N,2,
31,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-29 3:42:32 UTC,Every 6 hours,-23.875782°,28.305728°,(-),10 meters,0 km/h,3.67 Volt,19°C,(-),N,"[2674,497,15573]",N,5,Y,0,
32,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-29 9:43:23 UTC,Every 6 hours,-23.875808°,28.305695°,(-),10 meters,0 km/h,3.66 Volt,57°C,(-),N,"[2881,342,15597]",N,3,N,2,
33,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-29 15:45:33 UTC,Every 6 hours,-23.875798°,28.305748°,(-),10 meters,0 km/h,3.67 Volt,45°C,(-),N,"[3125,375,15506]",N,3,N,2,
34,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-29 21:46:50 UTC,Every 6 hours,-23.875783°,28.305733°,(-),<10 meters,0 km/h,3.67 Volt,29°C,(-),N,"[3193,559,15572]",N,3,Y,0,
35,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-30 3:49:02 UTC,Every 6 hours,-23.875797°,28.305722°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),Y,"[3161,375,15229]",N,5,Y,0,
36,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-30 9:49:57 UTC,Every 6 hours,-23.875812°,28.305752°,(-),10 meters,0 km/h,3.67 Volt,48°C,(-),Y,"[3158,318,15516]",N,3,Y,0,
37,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-30 15:51:33 UTC,Every 6 hours,-23.875820°,28.305725°,(-),<10 meters,0 km/h,3.67 Volt,41°C,(-),N,"[3156,401,15500]",N,4,N,2,
38,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-11-30 21:53:32 UTC,Every 6 hours,-23.875780°,28.305692°,(-),10 meters,0 km/h,3.67 Volt,27°C,(-),N,"[3339,486,15475]",N,4,Y,0,
39,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-01 3:54:51 UTC,Every 6 hours,-23.875777°,28.305710°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),N,"[3325,413,15427]",N,5,N,3,
40,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-01 9:55:55 UTC,Every 6 hours,-23.875827°,28.305737°,(-),10 meters,0 km/h,3.66 Volt,52°C,(-),N,"[3287,370,15397]",N,3,Y,1,
41,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-01 15:57:32 UTC,Every 6 hours,-23.875797°,28.305722°,(-),<10 meters,0 km/h,3.66 Volt,44°C,(-),N,"[3402,375,15479]",N,5,N,2,
42,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-01 22:00:21 UTC,Every 6 hours,-23.875805°,28.305735°,(-),10 meters,0 km/h,3.67 Volt,29°C,(-),N,"[3479,492,15368]",N,5,Y,0,
43,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-02 4:01:03 UTC,Every 6 hours,-23.875807°,28.305707°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),N,"[3475,501,15402]",N,5,N,2,
44,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-02 10:02:02 UTC,Every 6 hours,-23.875808°,28.305728°,(-),10 meters,0 km/h,3.67 Volt,59°C,(-),N,"[3375,296,15458]",N,5,Y,0,
45,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-02 16:04:12 UTC,Every 6 hours,-23.875790°,28.305725°,(-),10 meters,0 km/h,3.67 Volt,42°C,(-),N,"[3516,430,15450]",N,4,Y,1,
46,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-02 22:06:27 UTC,Every 6 hours,-23.875790°,28.305688°,(-),10 meters,0 km/h,3.67 Volt,28°C,(-),N,"[3505,468,15427]",N,5,N,2,
47,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-03 4:07:27 UTC,Every 6 hours,-23.875800°,28.305747°,(-),10 meters,0 km/h,3.67 Volt,28°C,(-),N,"[3526,523,15230]",N,5,N,2,
48,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-03 10:08:40 UTC,Every 6 hours,-23.875812°,28.305738°,(-),10 meters,0 km/h,3.67 Volt,57°C,(-),N,"[3471,291,15373]",N,5,N,2,
49,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-03 16:10:42 UTC,Every 6 hours,-23.875818°,28.305720°,(-),10 meters,0 km/h,3.67 Volt,45°C,(-),N,"[3477,381,15502]",N,5,N,2,
50,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-03 22:12:27 UTC,Every 6 hours,-23.875817°,28.305693°,(-),10 meters,0 km/h,3.67 Volt,29°C,(-),N,"[3585,526,15357]",N,5,Y,0,
51,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-04 4:13:32 UTC,Every 6 hours,-23.875797°,28.305743°,(-),10 meters,0 km/h,3.67 Volt,26°C,(-),N,"[3604,462,15473]",N,3,N,3,
52,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-04 10:14:57 UTC,Every 6 hours,-23.875797°,28.305718°,(-),10 meters,0 km/h,3.66 Volt,59°C,(-),N,"[3561,293,15392]",N,2,Y,0,
53,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-04 16:16:51 UTC,Every 6 hours,-23.875773°,28.305720°,(-),10 meters,0 km/h,3.67 Volt,31°C,(-),Y,"[16289,30,781]",N,1,Y,0,
54,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-04 22:19:02 UTC,Every 6 hours,-23.875783°,28.305738°,(-),10 meters,0 km/h,3.67 Volt,27°C,(-),N,"[16343,35,823]",N,5,Y,0,
55,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-05 4:20:19 UTC,Every 6 hours,-23.875833°,28.305700°,(-),10 meters,0 km/h,3.66 Volt,25°C,(-),N,"[16363,50,794]",N,5,N,2,
56,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-05 10:21:32 UTC,Every 6 hours,-23.875780°,28.305738°,(-),10 meters,0 km/h,3.66 Volt,23°C,(-),Y,"[1762,1211,15608]",N,5,Y,0,
57,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-05 16:22:32 UTC,Every 6 hours,-23.875780°,28.305743°,(-),10 meters,0 km/h,3.66 Volt,25°C,(-),N,"[1844,1144,15608]",N,5,Y,0,
58,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-05 22:25:02 UTC,Every 6 hours,-23.875770°,28.305728°,(-),10 meters,0 km/h,3.66 Volt,22°C,(-),N,"[1863,1202,15566]",N,5,N,3,
59,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-06 4:26:02 UTC,Every 6 hours,-23.875797°,28.305697°,(-),<10 meters,0 km/h,3.66 Volt,20°C,(-),N,"[1947,1185,15696]",N,5,Y,0,
60,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-06 10:27:55 UTC,Every 6 hours,-23.875798°,28.305738°,(-),10 meters,0 km/h,3.67 Volt,48°C,(-),N,"[1956,1054,15666]",N,5,Y,1,
61,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-06 16:29:04 UTC,Every 6 hours,-23.875812°,28.305725°,(-),10 meters,0 km/h,3.67 Volt,40°C,(-),N,"[1936,1006,15651]",N,5,Y,0,
62,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-06 22:31:19 UTC,Every 6 hours,-23.875768°,28.305722°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),N,"[2030,1155,15654]",N,5,Y,0,
63,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-07 4:32:21 UTC,Every 6 hours,-23.875770°,28.305733°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),N,"[1991,1127,15694]",N,5,Y,0,
64,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-07 10:34:02 UTC,Every 6 hours,-23.875830°,28.305715°,(-),10 meters,0 km/h,3.66 Volt,58°C,(-),N,"[2035,964,15696]",N,4,Y,0,
65,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-07 16:35:51 UTC,Every 6 hours,-23.875792°,28.305725°,(-),10 meters,0 km/h,3.67 Volt,38°C,(-),N,"[2089,1028,15694]",N,5,Y,0,
66,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-07 22:37:30 UTC,Every 6 hours,-23.875768°,28.305718°,(-),10 meters,0 km/h,3.67 Volt,23°C,(-),N,"[2088,1170,15651]",N,5,Y,0,
67,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-08 4:37:50 UTC,Every 6 hours,-23.875835°,28.305712°,(-),10 meters,0 km/h,3.67 Volt,23°C,(-),N,"[2104,1125,15603]",N,5,Y,0,
68,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-08 10:39:21 UTC,Every 6 hours,-23.875847°,28.305703°,(-),10 meters,0 km/h,3.67 Volt,29°C,(-),N,"[2102,1114,15648]",N,5,Y,0,
69,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-08 16:41:50 UTC,Every 6 hours,-23.875805°,28.305748°,(-),10 meters,0 km/h,3.67 Volt,31°C,(-),N,"[2121,1098,15646]",N,5,Y,0,
70,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-08 22:43:24 UTC,Every 6 hours,-23.875783°,28.305740°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),N,"[2083,1161,15602]",N,5,Y,0,
71,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-09 4:43:57 UTC,Every 6 hours,-23.875798°,28.305712°,(-),10 meters,0 km/h,3.67 Volt,21°C,(-),N,"[2088,1045,15473]",N,5,Y,0,
72,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-09 10:45:32 UTC,Every 6 hours,-23.875813°,28.305712°,(-),10 meters,0 km/h,3.66 Volt,41°C,(-),Y,"[-2062,596,15679]",N,5,N,4,
73,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-09 16:47:14 UTC,Every 6 hours,-23.875822°,28.305745°,(-),20 meters,0 km/h,3.67 Volt,35°C,(-),Y,"[-2419,548,15605]",N,5,N,2,
74,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-09 22:48:21 UTC,Every 6 hours,-23.875778°,28.305753°,(-),10 meters,0 km/h,3.67 Volt,23°C,(-),Y,"[-2850,602,15503]",N,5,N,2,
75,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-10 10:51:03 UTC,Every 6 hours,-23.875807°,28.305693°,(-),10 meters,0 km/h,3.67 Volt,60°C,(-),Y,"[-667,476,15707]",N,5,N,2,
76,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-10 16:53:21 UTC,Every 6 hours,-23.875797°,28.305785°,(-),10 meters,0 km/h,3.67 Volt,40°C,(-),N,"[-652,541,15654]",N,5,Y,0,
77,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-10 22:54:33 UTC,Every 6 hours,-23.875803°,28.305757°,(-),10 meters,0 km/h,3.67 Volt,26°C,(-),N,"[-702,649,15738]",N,5,N,2,
78,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-11 4:56:58 UTC,Every 6 hours,-23.875812°,28.305728°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),N,"[-649,653,15795]",N,5,Y,0,
79,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-11 10:58:13 UTC,Every 6 hours,-23.875770°,28.305733°,(-),10 meters,0 km/h,3.67 Volt,59°C,(-),N,"[-693,555,15769]",N,5,N,2,
80,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-11 16:59:33 UTC,Every 6 hours,-23.875810°,28.305743°,(-),10 meters,0 km/h,3.67 Volt,39°C,(-),N,"[-727,467,15920]",N,5,Y,0,
81,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-11 23:00:42 UTC,Every 6 hours,-23.875775°,28.305753°,(-),10 meters,0 km/h,3.67 Volt,27°C,(-),N,"[-687,658,15767]",N,4,Y,0,
82,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-12 5:02:33 UTC,Every 6 hours,-23.875808°,28.305718°,(-),10 meters,0 km/h,3.66 Volt,26°C,(-),N,"[-634,673,15739]",N,5,Y,0,
83,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-12 11:04:10 UTC,Every 6 hours,-23.875810°,28.305702°,(-),10 meters,0 km/h,3.67 Volt,39°C,(-),N,"[-677,581,15771]",N,5,Y,0,
84,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-12 17:05:02 UTC,Every 6 hours,-23.875783°,28.305752°,(-),<10 meters,0 km/h,3.67 Volt,32°C,(-),N,"[-688,686,15683]",N,4,Y,0,
85,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-12 23:07:12 UTC,Every 6 hours,-23.875782°,28.305700°,(-),10 meters,0 km/h,3.66 Volt,25°C,(-),N,"[-680,669,15712]",N,5,Y,1,
86,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-13 5:08:02 UTC,Every 6 hours,-23.875810°,28.305740°,(-),10 meters,0 km/h,3.66 Volt,26°C,(-),N,"[-653,655,15797]",N,5,N,2,
87,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-13 11:10:33 UTC,Every 6 hours,-23.875797°,28.305717°,(-),10 meters,0 km/h,3.66 Volt,32°C,(-),N,"[-666,627,15658]",N,5,Y,0,
88,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-13 17:11:02 UTC,Every 6 hours,-23.875772°,28.305752°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),N,"[-674,652,15745]",N,3,Y,0,
89,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-13 23:13:34 UTC,Every 6 hours,-23.875797°,28.305732°,(-),10 meters,0 km/h,3.66 Volt,21°C,(-),N,"[-627,708,15659]",N,2,N,2,
90,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-14 5:13:50 UTC,Every 6 hours,-23.875780°,28.305750°,(-),10 meters,0 km/h,3.66 Volt,23°C,(-),N,"[-681,692,15775]",N,5,N,3,
91,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-14 11:15:02 UTC,Every 6 hours,-23.875793°,28.305738°,(-),10 meters,0 km/h,3.67 Volt,61°C,(-),N,"[-720,517,15720]",N,5,N,2,
92,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-14 17:16:54 UTC,Every 6 hours,-23.875780°,28.305742°,(-),10 meters,0 km/h,3.67 Volt,36°C,(-),N,"[-751,565,15810]",N,1,N,3,
93,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-14 23:19:35 UTC,Every 6 hours,-23.875787°,28.305710°,(-),10 meters,0 km/h,3.67 Volt,24°C,(-),N,"[-651,650,15794]",N,2,Y,0,
94,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-15 5:19:56 UTC,Every 6 hours,-23.875788°,28.305750°,(-),10 meters,0 km/h,3.67 Volt,27°C,(-),N,"[-692,687,15663]",N,1,Y,1,
95,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-15 11:21:34 UTC,Every 6 hours,-23.875760°,28.305713°,(-),10 meters,0 km/h,3.66 Volt,60°C,(-),N,"[-745,463,15810]",N,5,Y,0,
96,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-15 17:24:09 UTC,Every 6 hours,-23.875750°,28.305798°,(-),10 meters,0 km/h,3.67 Volt,37°C,(-),N,"[-766,565,15729]",N,5,Y,1,
97,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-15 23:25:45 UTC,Every 6 hours,-23.875800°,28.305750°,(-),10 meters,0 km/h,3.67 Volt,25°C,(-),N,"[-705,652,15770]",N,4,Y,0,
98,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-16 5:26:02 UTC,Every 6 hours,-23.875778°,28.305757°,(-),10 meters,0 km/h,3.67 Volt,23°C,(-),N,"[-706,654,15688]",N,5,N,2,
99,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-16 11:27:33 UTC,Every 6 hours,-23.875777°,28.305777°,(-),10 meters,0 km/h,3.67 Volt,27°C,(-),N,"[-648,666,15710]",N,5,Y,0,
100,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-16 17:30:03 UTC,Every 6 hours,-23.875783°,28.305770°,(-),10 meters,0 km/h,3.67 Volt,27°C,(-),N,"[-712,641,15802]",N,4,N,2,
101,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-16 23:31:02 UTC,Every 6 hours,-23.875807°,28.305738°,(-),10 meters,0 km/h,3.66 Volt,21°C,(-),N,"[-744,770,15706]",N,4,Y,0,
102,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-17 5:31:32 UTC,Every 6 hours,-23.875792°,28.305758°,(-),10 meters,0 km/h,3.66 Volt,23°C,(-),N,"[-749,720,15824]",N,5,Y,1,
103,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-17 11:33:20 UTC,Every 6 hours,-23.875778°,28.305752°,(-),10 meters,0 km/h,3.66 Volt,40°C,(-),N,"[-801,605,15797]",N,5,N,2,
104,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-17 17:34:51 UTC,Every 6 hours,-23.875808°,28.305752°,(-),<10 meters,0 km/h,3.67 Volt,26°C,(-),N,"[-777,712,15692]",N,5,Y,0,
105,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-17 23:36:38 UTC,Every 6 hours,-23.875808°,28.305735°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),N,"[-757,720,15669]",N,5,Y,0,
106,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-18 5:37:57 UTC,Every 6 hours,-23.875770°,28.305773°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),N,"[-717,679,15751]",N,5,Y,0,
107,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-18 11:39:02 UTC,Every 6 hours,-23.875782°,28.305728°,(-),10 meters,0 km/h,3.66 Volt,33°C,(-),N,"[-776,603,15798]",N,5,Y,1,
108,African Elephant: 5375,AWTIRDMVAPU395,IR-SAT Tag,64,2021-12-18 17:40:32 UTC,Every 6 hours,-23.875808°,28.305728°,(-),10 meters,0 km/h,3.67 Volt,20°C,(-),N,"[-763,705,15711]",N,3,Y,0,
