term,estimate,std.error,conf.low,conf.high,sig,cutoff,max_inner_edge,n_vertices,aic,sanity_checks,response,log_cpo_approx,clean_response,clean_term
prec_coef_scaled,-0.0060327467793493,0.00214300064814805,-0.0102329508685655,-0.00183254269013314,negative,18,50,3079,-218835.755919986,TRUE,mean_evi_coef,1.56468273922415,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00686064859933116,0.0017354100794654,0.00345930734517118,0.0102619898534911,positive,18,50,3079,-218835.755919986,TRUE,mean_evi_coef,1.56468273922415,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000532644150260806,0.000411050363354857,-0.00133828805826843,0.000272999757746817,non-significant,18,50,3079,-218835.755919986,TRUE,mean_evi_coef,1.56468273922415,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00321552698849,0.000320638937303376,-0.00384396775764581,-0.00258708621933419,negative,18,50,3079,-218835.755919986,TRUE,mean_evi_coef,1.56468273922415,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.00197053704726439,0.00174697565104411,-0.00145347231065048,0.00539454640517925,non-significant,16,150,1068,-220083.525541208,TRUE,mean_evi_coef,1.57555891964645,EVI Trend,Local Elephant Density
density_km2_estimate_scaled,0.0176104535801209,0.0251494999566109,-0.0316816605640282,0.0669025677242699,non-significant,16,150,1068,-220083.525541208,TRUE,mean_evi_coef,1.57555891964645,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00590703834734802,0.00191796152090871,-0.00966617385206276,-0.00214790284263328,negative,16,150,1068,-220083.525541208,TRUE,mean_evi_coef,1.57555891964645,EVI Trend,MAT Trend
prec_coef_scaled,-0.0107921921976716,0.00215830287338132,-0.0150223880972283,-0.00656199629811491,negative,16,150,1068,-220083.525541208,TRUE,mean_evi_coef,1.57555891964645,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00134840638286606,0.00186943382635344,-0.0023156165882676,0.00501242935399971,non-significant,16,150,1068,-220083.525541208,TRUE,mean_evi_coef,1.57555891964645,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000975469224297999,0.000416910836512969,-0.00179259944862789,-0.000158338999968113,negative,16,150,1068,-220083.525541208,TRUE,mean_evi_coef,1.57555891964645,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00269768115698184,0.000335335679475324,-0.00335492701148474,-0.00204043530247894,negative,16,150,1068,-220083.525541208,TRUE,mean_evi_coef,1.57555891964645,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.0019081627962397,0.001746896732711,-0.00151569188458455,0.00533201747706395,non-significant,16,100,1353,-220098.649775979,TRUE,mean_evi_coef,1.57573689723347,EVI Trend,Local Elephant Density
density_km2_estimate_scaled,0.0173204376941159,0.0249097567993751,-0.031501788496311,0.0661426638845429,non-significant,16,100,1353,-220098.649775979,TRUE,mean_evi_coef,1.57573689723347,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00594256661429226,0.00191798501505158,-0.00970174816668086,-0.00218338506190366,negative,16,100,1353,-220098.649775979,TRUE,mean_evi_coef,1.57573689723347,EVI Trend,MAT Trend
prec_coef_scaled,-0.0108291226814254,0.00215810975552422,-0.0150589400769374,-0.00659930528591344,negative,16,100,1353,-220098.649775979,TRUE,mean_evi_coef,1.57573689723347,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00130421138344164,0.00187014928947971,-0.00236121386965175,0.00496963663653504,non-significant,16,100,1353,-220098.649775979,TRUE,mean_evi_coef,1.57573689723347,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000966655347405386,0.000416852240960819,-0.0017836707265634,-0.000149639968247369,negative,16,100,1353,-220098.649775979,TRUE,mean_evi_coef,1.57573689723347,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00270635273740566,0.000335329780344872,-0.00336358702982534,-0.00204911844498599,negative,16,100,1353,-220098.649775979,TRUE,mean_evi_coef,1.57573689723347,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.000453905552514546,0.00174796930734024,-0.00297205133595375,0.00387986244098284,non-significant,16,50,3171,-220267.941762721,TRUE,mean_evi_coef,1.57796146550161,EVI Trend,Local Elephant Density
density_km2_estimate_scaled,0.0209021533232581,0.028102539758601,-0.0341778124777047,0.075982119124221,non-significant,16,50,3171,-220267.941762721,TRUE,mean_evi_coef,1.57796146550161,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00585753736805311,0.00192089202144608,-0.00962241654827778,-0.00209265818782845,negative,16,50,3171,-220267.941762721,TRUE,mean_evi_coef,1.57796146550161,EVI Trend,MAT Trend
prec_coef_scaled,-0.010600613088602,0.00216436944304225,-0.0148426992462038,-0.00635852693100013,negative,16,50,3171,-220267.941762721,TRUE,mean_evi_coef,1.57796146550161,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00118813669968751,0.00209721630821136,-0.00529860513157183,0.00292233173219681,non-significant,16,50,3171,-220267.941762721,TRUE,mean_evi_coef,1.57796146550161,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000972167118993857,0.000416442823641437,-0.00178838005495124,-0.000155954183036474,negative,16,50,3171,-220267.941762721,TRUE,mean_evi_coef,1.57796146550161,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00258697868285916,0.000335194228016363,-0.00324394729759694,-0.00193001006812138,negative,16,50,3171,-220267.941762721,TRUE,mean_evi_coef,1.57796146550161,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.00120852372273356,0.00173091804474086,-0.00218401330514901,0.00460106075061612,non-significant,14,150,1244,-223073.939201918,TRUE,mean_evi_coef,1.59975722903318,EVI Trend,Local Elephant Density
density_km2_estimate_scaled,0.000484404536858021,0.0154654584725828,-0.0298273370738042,0.0307961461475202,non-significant,14,150,1244,-223073.939201918,TRUE,mean_evi_coef,1.59975722903318,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00162717488694298,0.00199088095731858,-0.00227488008690807,0.00552922986079402,non-significant,14,150,1244,-223073.939201918,TRUE,mean_evi_coef,1.59975722903318,EVI Trend,MAT Trend
prec_coef_scaled,0.00363886822445644,0.00228530373534861,-0.000840244790561682,0.00811798123947456,non-significant,14,150,1244,-223073.939201918,TRUE,mean_evi_coef,1.59975722903318,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.000827430851417703,0.00195306942889454,-0.00465537659135721,0.00300051488852181,non-significant,14,150,1244,-223073.939201918,TRUE,mean_evi_coef,1.59975722903318,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000665560654219497,0.000420248755061515,-0.00148923307868786,0.000158111770248867,non-significant,14,150,1244,-223073.939201918,TRUE,mean_evi_coef,1.59975722903318,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00323232508687797,0.000335707277282289,-0.00389029925969925,-0.00257435091405668,negative,14,150,1244,-223073.939201918,TRUE,mean_evi_coef,1.59975722903318,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.00113145310002058,0.00173084265761974,-0.00226093617181971,0.00452384237186087,non-significant,14,100,1521,-223083.198483199,TRUE,mean_evi_coef,1.59981469789898,EVI Trend,Local Elephant Density
density_km2_estimate_scaled,0.000712237333256429,0.0154798869891506,-0.029627783650229,0.0310522583167418,non-significant,14,100,1521,-223083.198483199,TRUE,mean_evi_coef,1.59981469789898,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00165908879841043,0.0019907656929316,-0.00224274026139344,0.00556091785821429,non-significant,14,100,1521,-223083.198483199,TRUE,mean_evi_coef,1.59981469789898,EVI Trend,MAT Trend
prec_coef_scaled,0.00363432264191971,0.0022851131703032,-0.000844416872472698,0.00811306215631212,non-significant,14,100,1521,-223083.198483199,TRUE,mean_evi_coef,1.59981469789898,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.000819834420412334,0.00195268936587971,-0.00464703525053092,0.00300736640970626,non-significant,14,100,1521,-223083.198483199,TRUE,mean_evi_coef,1.59981469789898,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000669080386843082,0.000420223916085853,-0.00149270412781374,0.000154543354127571,non-significant,14,100,1521,-223083.198483199,TRUE,mean_evi_coef,1.59981469789898,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.0032332857772736,0.000335690718394862,-0.0038912274952719,-0.00257534405927529,negative,14,100,1521,-223083.198483199,TRUE,mean_evi_coef,1.59981469789898,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.00130754924759987,0.00173019574090489,-0.00208357209077831,0.00469867058597804,non-significant,14,50,3283,-223146.174518668,TRUE,mean_evi_coef,1.6001002949522,EVI Trend,Local Elephant Density
density_km2_estimate_scaled,-0.0016216757109696,0.0121181718140242,-0.0253728560249254,0.0221295046029862,non-significant,14,50,3283,-223146.174518668,TRUE,mean_evi_coef,1.6001002949522,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00212260378475115,0.00199655705906881,-0.00179057614410294,0.00603578371360523,non-significant,14,50,3283,-223146.174518668,TRUE,mean_evi_coef,1.6001002949522,EVI Trend,MAT Trend
prec_coef_scaled,0.00304743193491016,0.00228526548951288,-0.00143160611964737,0.0075264699894677,non-significant,14,50,3283,-223146.174518668,TRUE,mean_evi_coef,1.6001002949522,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.000859963297696556,0.00194591401001729,-0.00467388467434236,0.00295395807894925,non-significant,14,50,3283,-223146.174518668,TRUE,mean_evi_coef,1.6001002949522,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000641174984473491,0.000420313026785463,-0.00146497337920602,0.000182623410259036,non-significant,14,50,3283,-223146.174518668,TRUE,mean_evi_coef,1.6001002949522,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00315228486093517,0.000335498563972507,-0.00380984996318619,-0.00249471975868415,negative,14,50,3283,-223146.174518668,TRUE,mean_evi_coef,1.6001002949522,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.00127008671369619,0.00175600646237229,-0.00217162270917309,0.00471179613656546,non-significant,12,150,1527,-225478.054430647,TRUE,mean_evi_coef,1.61766397904283,EVI Trend,Local Elephant Density
density_km2_estimate_scaled,0.00901358481403222,0.0124980111024352,-0.0154820668251225,0.033509236453187,non-significant,12,150,1527,-225478.054430647,TRUE,mean_evi_coef,1.61766397904283,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00264859078791392,0.00201873347222898,-0.00660523568786822,0.00130805411204037,non-significant,12,150,1527,-225478.054430647,TRUE,mean_evi_coef,1.61766397904283,EVI Trend,MAT Trend
prec_coef_scaled,0.00347774161988386,0.00232174216563544,-0.00107278940614964,0.00802827264591735,non-significant,12,150,1527,-225478.054430647,TRUE,mean_evi_coef,1.61766397904283,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.0018365331720953,0.00191990076965254,-0.00559946953450502,0.00192640319031441,non-significant,12,150,1527,-225478.054430647,TRUE,mean_evi_coef,1.61766397904283,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000290399421353686,0.000423541397634575,-0.00112052530667921,0.000539726463971838,non-significant,12,150,1527,-225478.054430647,TRUE,mean_evi_coef,1.61766397904283,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00249336298338625,0.000340124490009852,-0.00315999473406561,-0.00182673123270688,negative,12,150,1527,-225478.054430647,TRUE,mean_evi_coef,1.61766397904283,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.00127283777416091,0.00175601676124778,-0.0021688918341334,0.00471456738245522,non-significant,12,100,1800,-225479.133052593,TRUE,mean_evi_coef,1.61767022210041,EVI Trend,Local Elephant Density
density_km2_estimate_scaled,0.00920376864905689,0.0126580120085677,-0.0156054790036114,0.0340130163017252,non-significant,12,100,1800,-225479.133052593,TRUE,mean_evi_coef,1.61767022210041,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00263149750169064,0.00201867232770098,-0.00658802256057219,0.00132502755719092,non-significant,12,100,1800,-225479.133052593,TRUE,mean_evi_coef,1.61767022210041,EVI Trend,MAT Trend
prec_coef_scaled,0.00349165726396159,0.00232170383690161,-0.00105879863913402,0.0080421131670572,non-significant,12,100,1800,-225479.133052593,TRUE,mean_evi_coef,1.61767022210041,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.0018625513688973,0.00191994220879557,-0.00562556895053491,0.0019004662127403,non-significant,12,100,1800,-225479.133052593,TRUE,mean_evi_coef,1.61767022210041,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000290805259923269,0.000423541284150639,-0.00112093092282437,0.000539320402977829,non-significant,12,100,1800,-225479.133052593,TRUE,mean_evi_coef,1.61767022210041,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00249077774599091,0.000340119175739112,-0.00315739908089102,-0.0018241564110908,negative,12,100,1800,-225479.133052593,TRUE,mean_evi_coef,1.61767022210041,EVI Trend,Burned Area Trend
local_density_km2_scaled,0.00143513264607249,0.00175228511574971,-0.00199928307144255,0.00486954836358752,non-significant,12,50,3573,-225607.689935052,TRUE,mean_evi_coef,1.61824397136122,EVI Trend,Local Elephant Density
