term,estimate,std.error,conf.low,conf.high,sig,cutoff,max_inner_edge,mesh_id,n_vertices,aic,sanity_checks,response,sum_loglik,n,log_cpo_approx,model_id,model_path,clean_response,clean_term
local_density_km2_scaled,0.194466025548449,0.00713331892615097,0.180484977362955,0.208447073733943,positive,18,150,mesh_27,1090,6465865.13463788,TRUE,tree_cover_100m_coef,-3231107.62544973,1658064,-1.94872310444575,tree_cover_100m_coef_mesh_27_100m_local_density,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density.Rds,Woody Cover Trend,Local Elephant Density
density_trend_estimate_scaled,-0.0188598384925422,0.00432354902980107,-0.0273338388763454,-0.010385838108739,negative,18,150,mesh_27,1090,6465865.13463788,TRUE,tree_cover_100m_coef,-3231107.62544973,1658064,-1.94872310444575,tree_cover_100m_coef_mesh_27_100m_local_density,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density.Rds,Woody Cover Trend,Elephant Density Trend
months_severe_drought_scaled,-0.120928996919285,0.00729897355626409,-0.135234722213673,-0.106623271624898,negative,18,150,mesh_27,1090,6465865.13463788,TRUE,tree_cover_100m_coef,-3231107.62544973,1658064,-1.94872310444575,tree_cover_100m_coef_mesh_27_100m_local_density,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0761554264316751,0.00265699461769214,-0.0813630401894685,-0.0709478126738818,negative,18,150,mesh_27,1090,6465865.13463788,TRUE,tree_cover_100m_coef,-3231107.62544973,1658064,-1.94872310444575,tree_cover_100m_coef_mesh_27_100m_local_density,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.114615988500356,0.0141068466244163,0.0869670771810693,0.142264899819642,positive,18,150,mesh_27,1090,6465865.13463788,TRUE,tree_cover_100m_coef,-3231107.62544973,1658064,-1.94872310444575,tree_cover_100m_coef_mesh_27_100m_local_density,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.171952437559637,0.00954301009387239,-0.190656393647729,-0.153248481471545,negative,18,150,mesh_27,1090,6465865.13463788,TRUE,tree_cover_100m_coef,-3231107.62544973,1658064,-1.94872310444575,tree_cover_100m_coef_mesh_27_100m_local_density,builds/models/tree_cover_100m_coef_mesh_27_100m_local_density.Rds,Woody Cover Trend,Nitrogen deposition
(Intercept),0.12450179048385,1.81801342356726,-3.43873904311835,3.68774262408604,non-significant,18,100,mesh_26,1371,6465847.05479346,TRUE,tree_cover_100m_coef,-3231088.3911681,1658064,-1.94871150399991,tree_cover_100m_coef_mesh_26_100m_local_density,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density.Rds,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.194316782966149,0.00713374190166917,0.180334905763873,0.208298660168425,positive,18,100,mesh_26,1371,6465847.05479346,TRUE,tree_cover_100m_coef,-3231088.3911681,1658064,-1.94871150399991,tree_cover_100m_coef_mesh_26_100m_local_density,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density.Rds,Woody Cover Trend,Local Elephant Density
density_trend_estimate_scaled,-0.0188615378975849,0.0043236274351414,-0.0273356919530313,-0.0103873838421384,negative,18,100,mesh_26,1371,6465847.05479346,TRUE,tree_cover_100m_coef,-3231088.3911681,1658064,-1.94871150399991,tree_cover_100m_coef_mesh_26_100m_local_density,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density.Rds,Woody Cover Trend,Elephant Density Trend
months_severe_drought_scaled,-0.121316186357881,0.00730056122985589,-0.135625023435328,-0.107007349280434,negative,18,100,mesh_26,1371,6465847.05479346,TRUE,tree_cover_100m_coef,-3231088.3911681,1658064,-1.94871150399991,tree_cover_100m_coef_mesh_26_100m_local_density,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0760851722966745,0.00265709658617902,-0.0812929859090297,-0.0708773586843193,negative,18,100,mesh_26,1371,6465847.05479346,TRUE,tree_cover_100m_coef,-3231088.3911681,1658064,-1.94871150399991,tree_cover_100m_coef_mesh_26_100m_local_density,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.114050069495319,0.0141081908886858,0.0863985234664791,0.14170161552416,positive,18,100,mesh_26,1371,6465847.05479346,TRUE,tree_cover_100m_coef,-3231088.3911681,1658064,-1.94871150399991,tree_cover_100m_coef_mesh_26_100m_local_density,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.172705045337438,0.00954607227712196,-0.191415003194413,-0.153995087480462,negative,18,100,mesh_26,1371,6465847.05479346,TRUE,tree_cover_100m_coef,-3231088.3911681,1658064,-1.94871150399991,tree_cover_100m_coef_mesh_26_100m_local_density,builds/models/tree_cover_100m_coef_mesh_26_100m_local_density.Rds,Woody Cover Trend,Nitrogen deposition
(Intercept),-0.107543325096218,1.15216195956264,-2.36573927019608,2.15065262000365,non-significant,18,50,mesh_25,3179,6465563.85099026,TRUE,tree_cover_100m_coef,-3230932.64776629,1658064,-1.94861757312522,tree_cover_100m_coef_mesh_25_100m_local_density,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density.Rds,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.189641527194628,0.00714791821449407,0.175631864929782,0.203651189459474,positive,18,50,mesh_25,3179,6465563.85099026,TRUE,tree_cover_100m_coef,-3230932.64776629,1658064,-1.94861757312522,tree_cover_100m_coef_mesh_25_100m_local_density,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density.Rds,Woody Cover Trend,Local Elephant Density
density_trend_estimate_scaled,-0.0178523707629132,0.00432168832241533,-0.0263227242272546,-0.00938201729857184,negative,18,50,mesh_25,3179,6465563.85099026,TRUE,tree_cover_100m_coef,-3230932.64776629,1658064,-1.94861757312522,tree_cover_100m_coef_mesh_25_100m_local_density,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density.Rds,Woody Cover Trend,Elephant Density Trend
months_severe_drought_scaled,-0.127304868717164,0.00731380752735311,-0.141639668060634,-0.112970069373694,negative,18,50,mesh_25,3179,6465563.85099026,TRUE,tree_cover_100m_coef,-3230932.64776629,1658064,-1.94861757312522,tree_cover_100m_coef_mesh_25_100m_local_density,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0768776021246339,0.00265921904439994,-0.0820895756786608,-0.071665628570607,negative,18,50,mesh_25,3179,6465563.85099026,TRUE,tree_cover_100m_coef,-3230932.64776629,1658064,-1.94861757312522,tree_cover_100m_coef_mesh_25_100m_local_density,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.113671862134355,0.0141297106559536,0.0859781381367145,0.141365586131996,positive,18,50,mesh_25,3179,6465563.85099026,TRUE,tree_cover_100m_coef,-3230932.64776629,1658064,-1.94861757312522,tree_cover_100m_coef_mesh_25_100m_local_density,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.177095949668639,0.00958005850638906,-0.195872519310948,-0.15831938002633,negative,18,50,mesh_25,3179,6465563.85099026,TRUE,tree_cover_100m_coef,-3230932.64776629,1658064,-1.94861757312522,tree_cover_100m_coef_mesh_25_100m_local_density,builds/models/tree_cover_100m_coef_mesh_25_100m_local_density.Rds,Woody Cover Trend,Nitrogen deposition
(Intercept),0.172256093633125,0.823611473690798,-1.4419927320548,1.78650491932105,non-significant,16,150,mesh_24,1273,6447860.81090639,FALSE,tree_cover_100m_coef,-3221951.7995925,1658064,-1.94320110658726,tree_cover_100m_coef_mesh_24_100m_local_density,builds/models/tree_cover_100m_coef_mesh_24_100m_local_density.Rds,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.273155138960099,0.00741570133116862,0.258620631430903,0.287689646489295,positive,16,150,mesh_24,1273,6447860.81090639,FALSE,tree_cover_100m_coef,-3221951.7995925,1658064,-1.94320110658726,tree_cover_100m_coef_mesh_24_100m_local_density,builds/models/tree_cover_100m_coef_mesh_24_100m_local_density.Rds,Woody Cover Trend,Local Elephant Density
density_trend_estimate_scaled,-0.0134097676554694,0.00613114153934465,-0.0254265842567024,-0.00139295105423648,negative,16,150,mesh_24,1273,6447860.81090639,FALSE,tree_cover_100m_coef,-3221951.7995925,1658064,-1.94320110658726,tree_cover_100m_coef_mesh_24_100m_local_density,builds/models/tree_cover_100m_coef_mesh_24_100m_local_density.Rds,Woody Cover Trend,Elephant Density Trend
months_severe_drought_scaled,-0.0999706362009398,0.00772004257254721,-0.115101641602248,-0.0848396307996313,negative,16,150,mesh_24,1273,6447860.81090639,FALSE,tree_cover_100m_coef,-3221951.7995925,1658064,-1.94320110658726,tree_cover_100m_coef_mesh_24_100m_local_density,builds/models/tree_cover_100m_coef_mesh_24_100m_local_density.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0672551521165363,0.00264129766846876,-0.0724320004191846,-0.0620783038138879,negative,16,150,mesh_24,1273,6447860.81090639,FALSE,tree_cover_100m_coef,-3221951.7995925,1658064,-1.94320110658726,tree_cover_100m_coef_mesh_24_100m_local_density,builds/models/tree_cover_100m_coef_mesh_24_100m_local_density.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.0387970673150332,0.0146872011498187,0.0100106820276933,0.0675834526023731,positive,16,150,mesh_24,1273,6447860.81090639,FALSE,tree_cover_100m_coef,-3221951.7995925,1658064,-1.94320110658726,tree_cover_100m_coef_mesh_24_100m_local_density,builds/models/tree_cover_100m_coef_mesh_24_100m_local_density.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.126446093275617,0.011504923516739,-0.148995329013314,-0.103896857537921,negative,16,150,mesh_24,1273,6447860.81090639,FALSE,tree_cover_100m_coef,-3221951.7995925,1658064,-1.94320110658726,tree_cover_100m_coef_mesh_24_100m_local_density,builds/models/tree_cover_100m_coef_mesh_24_100m_local_density.Rds,Woody Cover Trend,Nitrogen deposition
(Intercept),0.136781703112431,0.798845254565698,-1.42892622505707,1.70248963128193,non-significant,16,100,mesh_23,1553,6447858.3259999,TRUE,tree_cover_100m_coef,-3221951.43197154,1658064,-1.94320088487027,tree_cover_100m_coef_mesh_23_100m_local_density,builds/models/tree_cover_100m_coef_mesh_23_100m_local_density.Rds,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.273165795934162,0.00741565728873417,0.258631374726551,0.287700217141773,positive,16,100,mesh_23,1553,6447858.3259999,TRUE,tree_cover_100m_coef,-3221951.43197154,1658064,-1.94320088487027,tree_cover_100m_coef_mesh_23_100m_local_density,builds/models/tree_cover_100m_coef_mesh_23_100m_local_density.Rds,Woody Cover Trend,Local Elephant Density
density_trend_estimate_scaled,-0.0134096011761156,0.00613095460690064,-0.0254260513964907,-0.00139315095574038,negative,16,100,mesh_23,1553,6447858.3259999,TRUE,tree_cover_100m_coef,-3221951.43197154,1658064,-1.94320088487027,tree_cover_100m_coef_mesh_23_100m_local_density,builds/models/tree_cover_100m_coef_mesh_23_100m_local_density.Rds,Woody Cover Trend,Elephant Density Trend
months_severe_drought_scaled,-0.0999419603411321,0.00772075989986103,-0.115074371678141,-0.0848095490041234,negative,16,100,mesh_23,1553,6447858.3259999,TRUE,tree_cover_100m_coef,-3221951.43197154,1658064,-1.94320088487027,tree_cover_100m_coef_mesh_23_100m_local_density,builds/models/tree_cover_100m_coef_mesh_23_100m_local_density.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0672569686226445,0.00264136148734143,-0.0724339420079849,-0.0620799952373042,negative,16,100,mesh_23,1553,6447858.3259999,TRUE,tree_cover_100m_coef,-3221951.43197154,1658064,-1.94320088487027,tree_cover_100m_coef_mesh_23_100m_local_density,builds/models/tree_cover_100m_coef_mesh_23_100m_local_density.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.0388656718814125,0.0146876341377687,0.0100784379532849,0.0676529058095401,positive,16,100,mesh_23,1553,6447858.3259999,TRUE,tree_cover_100m_coef,-3221951.43197154,1658064,-1.94320088487027,tree_cover_100m_coef_mesh_23_100m_local_density,builds/models/tree_cover_100m_coef_mesh_23_100m_local_density.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.126433757752458,0.0115049223851257,-0.148982991272234,-0.103884524232683,negative,16,100,mesh_23,1553,6447858.3259999,TRUE,tree_cover_100m_coef,-3221951.43197154,1658064,-1.94320088487027,tree_cover_100m_coef_mesh_23_100m_local_density,builds/models/tree_cover_100m_coef_mesh_23_100m_local_density.Rds,Woody Cover Trend,Nitrogen deposition
(Intercept),0.215645078357745,0.662537174536339,-1.08290392215241,1.5141940788679,non-significant,16,50,mesh_22,3307,6447257.6459861,TRUE,tree_cover_100m_coef,-3221618.59936088,1658064,-1.94300014918657,tree_cover_100m_coef_mesh_22_100m_local_density,builds/models/tree_cover_100m_coef_mesh_22_100m_local_density.Rds,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.274797124694465,0.00743147445961583,0.260231702401589,0.289362546987341,positive,16,50,mesh_22,3307,6447257.6459861,TRUE,tree_cover_100m_coef,-3221618.59936088,1658064,-1.94300014918657,tree_cover_100m_coef_mesh_22_100m_local_density,builds/models/tree_cover_100m_coef_mesh_22_100m_local_density.Rds,Woody Cover Trend,Local Elephant Density
density_trend_estimate_scaled,-0.0133776117814639,0.00613279396630749,-0.0253976670800312,-0.00135755648289672,negative,16,50,mesh_22,3307,6447257.6459861,TRUE,tree_cover_100m_coef,-3221618.59936088,1658064,-1.94300014918657,tree_cover_100m_coef_mesh_22_100m_local_density,builds/models/tree_cover_100m_coef_mesh_22_100m_local_density.Rds,Woody Cover Trend,Elephant Density Trend
months_severe_drought_scaled,-0.106807836900051,0.00771373757402786,-0.121926484731339,-0.0916891890687632,negative,16,50,mesh_22,3307,6447257.6459861,TRUE,tree_cover_100m_coef,-3221618.59936088,1658064,-1.94300014918657,tree_cover_100m_coef_mesh_22_100m_local_density,builds/models/tree_cover_100m_coef_mesh_22_100m_local_density.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0672342771282356,0.00264223476593307,-0.072412962108164,-0.0620555921483071,negative,16,50,mesh_22,3307,6447257.6459861,TRUE,tree_cover_100m_coef,-3221618.59936088,1658064,-1.94300014918657,tree_cover_100m_coef_mesh_22_100m_local_density,builds/models/tree_cover_100m_coef_mesh_22_100m_local_density.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,0.0400155809748159,0.0147160229903136,0.0111727059181378,0.068858456031494,positive,16,50,mesh_22,3307,6447257.6459861,TRUE,tree_cover_100m_coef,-3221618.59936088,1658064,-1.94300014918657,tree_cover_100m_coef_mesh_22_100m_local_density,builds/models/tree_cover_100m_coef_mesh_22_100m_local_density.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.136698765331078,0.0114200093914744,-0.159081572441477,-0.114315958220679,negative,16,50,mesh_22,3307,6447257.6459861,TRUE,tree_cover_100m_coef,-3221618.59936088,1658064,-1.94300014918657,tree_cover_100m_coef_mesh_22_100m_local_density,builds/models/tree_cover_100m_coef_mesh_22_100m_local_density.Rds,Woody Cover Trend,Nitrogen deposition
(Intercept),-1.4527427248397,3.02473018062686,-7.38110494181967,4.47561949214028,non-significant,14,150,mesh_21,1458,6432982.22615035,TRUE,tree_cover_100m_coef,-3214098.06283004,1658064,-1.93846441562572,tree_cover_100m_coef_mesh_21_100m_local_density,builds/models/tree_cover_100m_coef_mesh_21_100m_local_density.Rds,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.26074897916724,0.00756320173843104,0.245925376152104,0.275572582182375,positive,14,150,mesh_21,1458,6432982.22615035,TRUE,tree_cover_100m_coef,-3214098.06283004,1658064,-1.93846441562572,tree_cover_100m_coef_mesh_21_100m_local_density,builds/models/tree_cover_100m_coef_mesh_21_100m_local_density.Rds,Woody Cover Trend,Local Elephant Density
density_trend_estimate_scaled,-0.0500073680358193,0.00545713272074255,-0.0607031516273298,-0.0393115844443089,negative,14,150,mesh_21,1458,6432982.22615035,TRUE,tree_cover_100m_coef,-3214098.06283004,1658064,-1.93846441562572,tree_cover_100m_coef_mesh_21_100m_local_density,builds/models/tree_cover_100m_coef_mesh_21_100m_local_density.Rds,Woody Cover Trend,Elephant Density Trend
months_severe_drought_scaled,-0.154288480329754,0.00795695808235068,-0.169883831597657,-0.138693129061852,negative,14,150,mesh_21,1458,6432982.22615035,TRUE,tree_cover_100m_coef,-3214098.06283004,1658064,-1.93846441562572,tree_cover_100m_coef_mesh_21_100m_local_density,builds/models/tree_cover_100m_coef_mesh_21_100m_local_density.Rds,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0689975917337808,0.00276750396855859,-0.0744217998392273,-0.0635733836283343,negative,14,150,mesh_21,1458,6432982.22615035,TRUE,tree_cover_100m_coef,-3214098.06283004,1658064,-1.93846441562572,tree_cover_100m_coef_mesh_21_100m_local_density,builds/models/tree_cover_100m_coef_mesh_21_100m_local_density.Rds,Woody Cover Trend,Fire frequency
mat_change_scaled,-0.0101570041340789,0.0152294863275777,-0.0400062488391763,0.0196922405710185,non-significant,14,150,mesh_21,1458,6432982.22615035,TRUE,tree_cover_100m_coef,-3214098.06283004,1658064,-1.93846441562572,tree_cover_100m_coef_mesh_21_100m_local_density,builds/models/tree_cover_100m_coef_mesh_21_100m_local_density.Rds,Woody Cover Trend,MAT Trend
n_deposition_scaled,-0.110652573058382,0.0118005062376886,-0.133781140283592,-0.0875240058331726,negative,14,150,mesh_21,1458,6432982.22615035,TRUE,tree_cover_100m_coef,-3214098.06283004,1658064,-1.93846441562572,tree_cover_100m_coef_mesh_21_100m_local_density,builds/models/tree_cover_100m_coef_mesh_21_100m_local_density.Rds,Woody Cover Trend,Nitrogen deposition
(Intercept),-1.06047029329436,2.5771839800985,-6.11165807582101,3.9907174892323,non-significant,14,100,mesh_20,1745,6432964.43534975,TRUE,tree_cover_100m_coef,-3214088.32014836,1658064,-1.93845853968747,tree_cover_100m_coef_mesh_20_100m_local_density,builds/models/tree_cover_100m_coef_mesh_20_100m_local_density.Rds,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.260804350922799,0.00756323079140966,0.245980690964872,0.275628010880726,positive,14,100,mesh_20,1745,6432964.43534975,TRUE,tree_cover_100m_coef,-3214088.32014836,1658064,-1.93845853968747,tree_cover_100m_coef_mesh_20_100m_local_density,builds/models/tree_cover_100m_coef_mesh_20_100m_local_density.Rds,Woody Cover Trend,Local Elephant Density
density_trend_estimate_scaled,-0.0500028222284744,0.00545703601045755,-0.0606984162713093,-0.0393072281856394,negative,14,100,mesh_20,1745,6432964.43534975,TRUE,tree_cover_100m_coef,-3214088.32014836,1658064,-1.93845853968747,tree_cover_100m_coef_mesh_20_100m_local_density,builds/models/tree_cover_100m_coef_mesh_20_100m_local_density.Rds,Woody Cover Trend,Elephant Density Trend
months_severe_drought_scaled,-0.154235900642466,0.00795684910013483,-0.16983103830915,-0.138640762975782,negative,14,100,mesh_20,1745,6432964.43534975,TRUE,tree_cover_100m_coef,-3214088.32014836,1658064,-1.93845853968747,tree_cover_100m_coef_mesh_20_100m_local_density,builds/models/tree_cover_100m_coef_mesh_20_100m_local_density.Rds,Woody Cover Trend,N Drought Months
