term,estimate,std_error,statistic,p_value,season,r_sq,individual_id,sex,n_total,ci_lb,ci_ub,evi_mean_mean,distance_to_water_km_mean,distance_to_settlement_km_mean,human_modification_mean,slope_mean,evi_mean_range,distance_to_water_km_range,distance_to_settlement_km_range,human_modification_range,slope_range
slope,-0.402213183783985,0.0812659305224658,-4.94934569995226,7.44633838586731e-07,dry_season,0.778204133506543,EM0192,M,2495,-0.561494407608018,-0.242931959959952,2695.53161572168,17.4036666587145,31.2606325863837,0.0451579017949127,0.411785154167062,1079.29443359375,41.6541433632374,56.0346174240113,0.0451272241771221,1.64086103439331
evi_mean,0.0134111774832877,0.0283009192564669,0.473877804524781,0.635587047713406,wet_season,0.0844257647029322,EM0192,M,2495,-0.0420586242593875,0.0688809792259629,2695.53161572168,17.4036666587145,31.2606325863837,0.0451579017949127,0.411785154167062,1079.29443359375,41.6541433632374,56.0346174240113,0.0451272241771221,1.64086103439331
distance_to_water_km,0.140509612781406,0.0298162717374459,4.71251449606766,2.44678669108612e-06,wet_season,0.0844257647029322,EM0192,M,2495,0.0820697201760124,0.1989495053868,2695.53161572168,17.4036666587145,31.2606325863837,0.0451579017949127,0.411785154167062,1079.29443359375,41.6541433632374,56.0346174240113,0.0451272241771221,1.64086103439331
distance_to_settlement_km,-0.0548278127178107,0.0306773593114335,-1.78724029539845,0.0738986591411772,wet_season,0.0844257647029322,EM0192,M,2495,-0.11495543696822,0.00529981153259888,2695.53161572168,17.4036666587145,31.2606325863837,0.0451579017949127,0.411785154167062,1079.29443359375,41.6541433632374,56.0346174240113,0.0451272241771221,1.64086103439331
human_modification,-0.205457410316024,0.0388242888051733,-5.29198129931093,1.20998267675648e-07,wet_season,0.0844257647029322,EM0192,M,2495,-0.281553016374164,-0.129361804257884,2695.53161572168,17.4036666587145,31.2606325863837,0.0451579017949127,0.411785154167062,1079.29443359375,41.6541433632374,56.0346174240113,0.0451272241771221,1.64086103439331
slope,-0.0024588569667954,0.0245225529118712,-0.100269208333733,0.920130602457583,wet_season,0.0844257647029322,EM0192,M,2495,-0.050523060674063,0.0456053467404722,2695.53161572168,17.4036666587145,31.2606325863837,0.0451579017949127,0.411785154167062,1079.29443359375,41.6541433632374,56.0346174240113,0.0451272241771221,1.64086103439331
evi_mean,-0.0693316422047739,0.0221444698573022,-3.13087839318546,0.00174284313013214,whole_year,0.106839032140004,EM0190,M,2637,-0.112734803125086,-0.0259284812844617,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
distance_to_water_km,-0.169230423036093,0.0238822997861566,-7.08601870638052,1.38025162141003e-12,whole_year,0.106839032140004,EM0190,M,2637,-0.21603973061696,-0.122421115455226,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
distance_to_settlement_km,0.0412320123573029,0.0196758244339561,2.0955672020607,0.0361206012269169,whole_year,0.106839032140004,EM0190,M,2637,0.00266739646674898,0.0797966282478567,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
human_modification,-0.0990702504637958,0.0202071703289428,-4.90272753933771,9.45150360421268e-07,whole_year,0.106839032140004,EM0190,M,2637,-0.138676304308524,-0.0594641966190678,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
slope,0.135754229610833,0.0195923640410852,6.92893564687532,4.24018619999894e-12,whole_year,0.106839032140004,EM0190,M,2637,0.0973531960903063,0.17415526313136,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
evi_mean,-0.231739066240569,0.0454005658274842,-5.1043211029824,3.31984159367939e-07,dry_season,0.195557554630976,EM0190,M,2637,-0.320724175262438,-0.1427539572187,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
distance_to_water_km,-0.47340500603503,0.0554461075701668,-8.53811073096409,1.36434146655914e-17,dry_season,0.195557554630976,EM0190,M,2637,-0.582079376872557,-0.364730635197503,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
distance_to_settlement_km,-0.0201941406958529,0.0418095786614038,-0.483002731488776,0.629093796759936,dry_season,0.195557554630976,EM0190,M,2637,-0.102140914872204,0.0617526334804985,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
human_modification,-0.631566122446907,0.043097118816479,-14.6544859561567,1.26107408281691e-48,dry_season,0.195557554630976,EM0190,M,2637,-0.716036475327206,-0.547095769566608,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
slope,0.0585381062440562,0.0404639432476703,1.44667329839206,0.14798844633493,dry_season,0.195557554630976,EM0190,M,2637,-0.0207712225213777,0.13784743500949,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
evi_mean,-0.0158915228619953,0.0274655040743467,-0.578599352081009,0.562859542026329,wet_season,0.0976306565370587,EM0190,M,2637,-0.0697239108477148,0.0379408651237242,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
distance_to_water_km,-0.104106565300134,0.0288708107905311,-3.60594532850039,0.00031101861785427,wet_season,0.0976306565370587,EM0190,M,2637,-0.160693354449575,-0.0475197761506934,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
distance_to_settlement_km,0.145919924156532,0.0244196182563123,5.97552028147747,2.29357001995361e-09,wet_season,0.0976306565370587,EM0190,M,2637,0.0980574723741596,0.193782375938904,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
human_modification,0.210031244110939,0.0255006572777815,8.23630708114874,1.77607710011999e-16,wet_season,0.0976306565370587,EM0190,M,2637,0.160049955846487,0.260012532375391,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
slope,0.150900285478044,0.0242349351841487,6.22656030773059,4.76786745693519e-10,wet_season,0.0976306565370587,EM0190,M,2637,0.103399812517112,0.198400758438975,2205.6834898259,1.91188980606914,22.4878408412477,0.0454560625149664,0.608564605530258,1296.2900390625,11.2533810026944,36.3621945381165,0.0428219512104988,1.3878927975893
evi_mean,0.00805903622782951,0.0255694409404619,0.315182339989164,0.752623213391443,whole_year,0.3639386186175,EM0187,M,2262,-0.0420570680154759,0.0581751404711349,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
distance_to_water_km,-0.558803571386207,0.0287220278060343,-19.4555751829196,2.61403575134979e-84,whole_year,0.3639386186175,EM0187,M,2262,-0.615098745886034,-0.50250839688638,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
distance_to_settlement_km,0.363094186314924,0.0255110177341627,14.2328381446222,5.73078931433974e-46,whole_year,0.3639386186175,EM0187,M,2262,0.313092591555965,0.413095781073883,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
human_modification,-0.0119716088699794,0.0242822278089895,-0.49301937878811,0.621998894701152,whole_year,0.3639386186175,EM0187,M,2262,-0.0595647753755989,0.0356215576356401,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
slope,0.013427779976433,0.0237786615180411,0.564698730676878,0.572278697747922,whole_year,0.3639386186175,EM0187,M,2262,-0.0331783965989277,0.0600339565517936,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
evi_mean,-0.193774455452021,0.0619389810866992,-3.1284734112882,0.00175716908325131,dry_season,0.328692176091244,EM0187,M,2262,-0.315174858381951,-0.0723740525220907,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
distance_to_water_km,-0.999318572741431,0.0700698047623622,-14.2617576305595,3.78792525304733e-46,dry_season,0.328692176091244,EM0187,M,2262,-1.13665539007566,-0.861981755407201,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
distance_to_settlement_km,0.852493071564196,0.0625088504870583,13.6379579039083,2.38135971089685e-42,dry_season,0.328692176091244,EM0187,M,2262,0.729975724609562,0.97501041851883,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
human_modification,0.231325072307044,0.0578261005884211,4.00035745023699,6.32468767421674e-05,dry_season,0.328692176091244,EM0187,M,2262,0.117985915153739,0.344664229460349,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
slope,-0.0139292073454483,0.0583646411640132,-0.238658322361739,0.811370536859298,dry_season,0.328692176091244,EM0187,M,2262,-0.128323904026914,0.100465489336018,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
evi_mean,0.129397067471303,0.026595467738629,4.86538040026116,1.14236874872495e-06,wet_season,0.0986950727883909,EM0187,M,2262,0.0772699507035906,0.181524184239016,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
distance_to_water_km,-0.238109017088334,0.0289158895262798,-8.23453889848114,1.80250539487434e-16,wet_season,0.0986950727883909,EM0187,M,2262,-0.294784160559843,-0.181433873616826,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
distance_to_settlement_km,0.177522863125671,0.0261958667887158,6.77675087285684,1.22908552142263e-11,wet_season,0.0986950727883909,EM0187,M,2262,0.126178964219788,0.228866762031554,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
human_modification,-0.0855273487722936,0.0261827654016263,-3.26655139212228,0.00108866045713617,wet_season,0.0986950727883909,EM0187,M,2262,-0.136845568959481,-0.034209128585106,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
slope,0.146351386498832,0.0232492109219171,6.29489693178646,3.07604177723138e-10,wet_season,0.0986950727883909,EM0187,M,2262,0.100782933091875,0.19191983990579,2758.09228056917,6.08322033630465,10.3472078920471,0.0707338423798377,0.963614396362257,2211.80383300781,25.038371918723,25.7101198285818,0.474648471921682,6.41759851574898
evi_mean,-0.0380457537116883,0.0317821508011113,-1.19707926470344,0.231275661130941,whole_year,0.0260727739827669,EM0182,M,1184,-0.100338769281866,0.0242472618584899,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
distance_to_water_km,0.0070133098365403,0.032755988257954,0.214107716162015,0.830463058695528,whole_year,0.0260727739827669,EM0182,M,1184,-0.0571884271490496,0.0712150468221302,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
distance_to_settlement_km,-0.0547002397940678,0.0313191080080625,-1.74654526495411,0.0807162487665089,whole_year,0.0260727739827669,EM0182,M,1184,-0.11608569148987,0.00668521190173466,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
human_modification,-0.0222494180950866,0.0279588014392233,-0.795792986457315,0.426152368927454,whole_year,0.0260727739827669,EM0182,M,1184,-0.0770486689159642,0.0325498327257911,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
slope,0.00235624041593314,0.0269108063977587,0.0875574065342532,0.930228456767257,whole_year,0.0260727739827669,EM0182,M,1184,-0.050388940123674,0.0551014209555403,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
evi_mean,-0.149257001522583,0.052723742653268,-2.83092576534553,0.00464134919587946,dry_season,0.29803931722403,EM0182,M,1184,-0.252595537122989,-0.045918465922178,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
distance_to_water_km,-0.0541405919210601,0.0610234754382414,-0.887209250739133,0.374966252858566,dry_season,0.29803931722403,EM0182,M,1184,-0.173746603780013,0.0654654199378932,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
distance_to_settlement_km,-0.67540930751678,0.0622825154074842,-10.8442843564988,2.12290728781139e-27,dry_season,0.29803931722403,EM0182,M,1184,-0.797483037715449,-0.553335577318111,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
human_modification,-0.0133730412036811,0.0359782716434471,-0.371697710668566,0.710117929704177,dry_season,0.29803931722403,EM0182,M,1184,-0.0838904536248374,0.0571443712174752,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
slope,-0.204330966463507,0.0542387829481052,-3.76724836652415,0.000165056772629497,dry_season,0.29803931722403,EM0182,M,1184,-0.310638981041793,-0.0980229518852211,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
evi_mean,0.0551412987070089,0.0419440023205878,1.31464084627764,0.188630635630201,wet_season,0.114787718794015,EM0182,M,1184,-0.0270689458413432,0.137351543255361,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
distance_to_water_km,-0.0147622292508895,0.0402287505916064,-0.366957189417898,0.713650951558756,wet_season,0.114787718794015,EM0182,M,1184,-0.0936105804104381,0.0640861219086591,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
distance_to_settlement_km,0.232240073075738,0.0377033863554083,6.15966085609772,7.29008979120822e-10,wet_season,0.114787718794015,EM0182,M,1184,0.158341435819137,0.306138710332338,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
human_modification,-0.105424623041672,0.048505854947223,-2.17344118882927,0.0297471276450238,wet_season,0.114787718794015,EM0182,M,1184,-0.200496098738229,-0.0103531473451154,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
slope,0.0846057049516529,0.0289946648512537,2.91797492351407,0.00352312681702335,wet_season,0.114787718794015,EM0182,M,1184,0.0277761618431958,0.14143524806011,2165.36584436571,12.0777171930724,10.1336848785144,0.0621613767517202,0.363713068705102,2180.93817138672,56.9754054336809,32.9094144403935,0.265236770734191,2.14911770820617
evi_mean,-0.122303553441463,0.0229980869754153,-5.31798812536904,1.04920914726054e-07,whole_year,0.286658153986716,EM0181,M,1945,-0.167379803913277,-0.0772273029696489,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
distance_to_water_km,0.0755047516248131,0.0349825579161029,2.15835422343594,0.0309003019079669,whole_year,0.286658153986716,EM0181,M,1945,0.00693893810925148,0.144070565140375,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
distance_to_settlement_km,-0.0769197609188228,0.0353009778014722,-2.17896969742336,0.0293339193946046,whole_year,0.286658153986716,EM0181,M,1945,-0.146109677409708,-0.0077298444279373,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
human_modification,0.302048145894297,0.018684155524043,16.1660046934215,8.75980980170824e-59,whole_year,0.286658153986716,EM0181,M,1945,0.265427201067172,0.338669090721421,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
slope,0.0526572845793752,0.0206613108069813,2.54859360431201,0.0108158257003352,whole_year,0.286658153986716,EM0181,M,1945,0.0121611153976918,0.0931534537610586,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
evi_mean,-0.600667321258431,0.0417031085422429,-14.4034184082462,4.92462454806027e-47,dry_season,0.416684625992096,EM0181,M,1945,-0.682405414001227,-0.518929228515635,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
distance_to_water_km,0.152636988124755,0.0716457121085387,2.13044135695824,0.0331351924745661,dry_season,0.416684625992096,EM0181,M,1945,0.0122113923920189,0.293062583857491,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
distance_to_settlement_km,-0.315605611965591,0.0764878489862941,-4.12621895043936,3.68776189239256e-05,dry_season,0.416684625992096,EM0181,M,1945,-0.465521795978727,-0.165689427952454,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
human_modification,0.604057539075371,0.0310821884423975,19.4342023308568,3.96529968331735e-84,dry_season,0.416684625992096,EM0181,M,1945,0.543136449728272,0.66497862842247,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
slope,0.118857736997672,0.0329009519067692,3.61259264882296,0.000303150738496004,dry_season,0.416684625992096,EM0181,M,1945,0.0543718712604047,0.18334360273494,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
evi_mean,0.178393024656987,0.0338415832641791,5.27141485267961,1.35376089019113e-07,wet_season,0.0292821112174204,EM0181,M,1945,0.112063521459196,0.244722527854779,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
distance_to_water_km,0.0632904157490933,0.0464324080815153,1.36306554762317,0.17286185356681,wet_season,0.0292821112174204,EM0181,M,1945,-0.0277171040906767,0.154297935588863,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
distance_to_settlement_km,-0.0432514253535209,0.0456818964799356,-0.946795748125689,0.343742868815272,wet_season,0.0292821112174204,EM0181,M,1945,-0.132787942454195,0.0462850917471529,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
human_modification,0.0601295613821109,0.0310065830432269,1.93925145825592,0.0524707264878659,wet_season,0.0292821112174204,EM0181,M,1945,-0.0006433413826138,0.120902464146836,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
slope,0.0225676627122404,0.0318183233144873,0.709266245401593,0.478159271003235,wet_season,0.0292821112174204,EM0181,M,1945,-0.0397962509841548,0.0849315764086356,2285.86329951348,7.33306994353131,9.31765922009179,0.0604324347217468,0.523742052345779,1138.57995605469,27.1942034810782,31.9250403046608,0.138675332069397,3.60536345839501
evi_mean,0.0480875473486558,0.0250180933802085,1.92211079468978,0.0545918180779794,whole_year,0.171864284119609,EM0180,M,1333,-0.000947915676552884,0.0971230103738645,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
distance_to_water_km,0.132422747044281,0.0312593661145452,4.23625823246185,2.27275385724082e-05,whole_year,0.171864284119609,EM0180,M,1333,0.0711543894597727,0.19369110462879,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
distance_to_settlement_km,-0.221008231594433,0.025430411509293,-8.69070606716963,3.60193841344335e-18,whole_year,0.171864284119609,EM0180,M,1333,-0.270851838152647,-0.171164625036219,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
human_modification,0.00291908381314476,0.0317284447019319,0.0920021085359732,0.926696364329503,whole_year,0.171864284119609,EM0180,M,1333,-0.0592686678026418,0.0651068354289313,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
slope,0.00592110422673316,0.0251063821227168,0.235840600122772,0.813556362278908,whole_year,0.171864284119609,EM0180,M,1333,-0.0432874047337917,0.0551296131872581,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
evi_mean,-0.396316995481753,0.043980583551011,-9.01118092310176,2.03849410283632e-19,dry_season,0.359733642974476,EM0180,M,1333,-0.482518939241735,-0.310115051721772,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
distance_to_water_km,0.00711015005407458,0.0524830367619714,0.135475202898825,0.892236168714718,dry_season,0.359733642974476,EM0180,M,1333,-0.0957566019993894,0.109976902107539,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
distance_to_settlement_km,-0.34015056316902,0.0459663400109777,-7.39999232237731,1.3619237182761e-13,dry_season,0.359733642974476,EM0180,M,1333,-0.430244589590536,-0.250056536747504,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
human_modification,0.26902773992317,0.0392445265863694,6.85516588742874,7.12298136160736e-12,dry_season,0.359733642974476,EM0180,M,1333,0.192108467813886,0.345947012032454,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
slope,0.0290875810564532,0.0331480940363535,0.877503877735862,0.380213013549977,dry_season,0.359733642974476,EM0180,M,1333,-0.0358826832547997,0.094057845367706,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
evi_mean,0.241360545444739,0.0322705981891806,7.47927088397324,7.47360836514462e-14,wet_season,0.583390800254508,EM0180,M,1333,0.178110172993944,0.304610917895533,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
distance_to_water_km,0.0384975251767949,0.0403570107516239,0.953924100417813,0.340122063144046,wet_season,0.583390800254508,EM0180,M,1333,-0.040602215896388,0.117597266249978,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
distance_to_settlement_km,-0.139948692613493,0.0311869224042983,-4.48741593669418,7.20922430911301e-06,wet_season,0.583390800254508,EM0180,M,1333,-0.201075060525918,-0.0788223247010685,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
human_modification,-1.80364199487765,0.158984864599384,-11.3447402645688,7.87597510524116e-30,wet_season,0.583390800254508,EM0180,M,1333,-2.11525232949244,-1.49203166026286,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
slope,0.0764186246734075,0.0401892901136944,1.90146739236302,0.057240819605252,wet_season,0.583390800254508,EM0180,M,1333,-0.00235238394943356,0.155189633296249,2331.58966233868,16.5505640101631,7.2101893513942,0.051581286614941,0.443787723377246,907.16821289063,46.5902100428939,19.7414695806802,0.0439312681555748,2.72069258987903
evi_mean,-0.0415864639467303,0.035394745900602,-1.17493325318725,0.240021420560191,whole_year,0.0414102084305274,EM0179,M,827,-0.11096016591191,0.0277872380184497,2477.03942265909,10.385855131527,6.79639322585465,0.0624066001748015,0.563422370598423,726.79028320313,27.8387149125338,15.4641490578651,0.8956412486732,1.98696845769882
distance_to_water_km,-0.0690354624218393,0.0353314788285896,-1.95393639640062,0.05070873957064,whole_year,0.0414102084305274,EM0179,M,827,-0.138285160925875,0.000214236082196451,2477.03942265909,10.385855131527,6.79639322585465,0.0624066001748015,0.563422370598423,726.79028320313,27.8387149125338,15.4641490578651,0.8956412486732,1.98696845769882
distance_to_settlement_km,0.0931095711730499,0.0379025352766968,2.45655258924844,0.0140277268916801,whole_year,0.0414102084305274,EM0179,M,827,0.0188206020307242,0.167398540315376,2477.03942265909,10.385855131527,6.79639322585465,0.0624066001748015,0.563422370598423,726.79028320313,27.8387149125338,15.4641490578651,0.8956412486732,1.98696845769882
