term,estimate,std.error,conf.low,conf.high,sig,cutoff,max_inner_edge,n_vertices,aic,sanity_checks,response,log_cpo_approx,clean_response,clean_term
prec_coef_scaled,-0.00640599108808969,0.00214026686056645,-0.0106008370521046,-0.00221114512407484,negative,18,150,938,-218685.261029598,TRUE,mean_evi_coef,1.56369513440103,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00638382993642309,0.00172314714396225,0.00300652359419403,0.00976113627865215,positive,18,150,938,-218685.261029598,TRUE,mean_evi_coef,1.56369513440103,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000538399885926977,0.000410604237730705,-0.00134316940377868,0.000266369631924726,non-significant,18,150,938,-218685.261029598,TRUE,mean_evi_coef,1.56369513440103,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00327953321110344,0.000319891264644072,-0.00390650856877479,-0.00265255785343208,negative,18,150,938,-218685.261029598,TRUE,mean_evi_coef,1.56369513440103,EVI Trend,Burned Area Trend
(Intercept),0.0765044008368619,0.0593837676996984,-0.0398856451208399,0.192894446794564,non-significant,18,100,1261,-218691.044041903,TRUE,mean_evi_coef,1.5637666737648,EVI Trend,(Intercept)
mean_density_km2_scaled,0.00463056419286752,0.0480099032033136,-0.0894671169868813,0.0987282453726164,non-significant,18,100,1261,-218691.044041903,TRUE,mean_evi_coef,1.5637666737648,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.0115287807918866,0.015904572477536,-0.0196436084535909,0.0427011700373641,non-significant,18,100,1261,-218691.044041903,TRUE,mean_evi_coef,1.5637666737648,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00432615758280811,0.00185537912128832,-0.00796263383820078,-0.00068968132741544,negative,18,100,1261,-218691.044041903,TRUE,mean_evi_coef,1.5637666737648,EVI Trend,MAT Trend
prec_coef_scaled,-0.00639716852140828,0.00214140726225218,-0.0105942496316551,-0.00220008741116149,negative,18,100,1261,-218691.044041903,TRUE,mean_evi_coef,1.5637666737648,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00636087164715468,0.00172696388248873,0.00297608463487531,0.00974565865943404,positive,18,100,1261,-218691.044041903,TRUE,mean_evi_coef,1.5637666737648,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000544702598879155,0.000410562367795679,-0.00134939005316617,0.000259984855407863,non-significant,18,100,1261,-218691.044041903,TRUE,mean_evi_coef,1.5637666737648,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00327390878886941,0.000319896226452662,-0.0039008938715069,-0.00264692370623193,negative,18,100,1261,-218691.044041903,TRUE,mean_evi_coef,1.5637666737648,EVI Trend,Burned Area Trend
(Intercept),0.0705902387911784,0.0558936474949274,-0.0389592972634567,0.180139774845813,non-significant,18,50,3079,-218829.780270731,TRUE,mean_evi_coef,1.56476080617486,EVI Trend,(Intercept)
mean_density_km2_scaled,0.00137870592971401,0.0481455512718387,-0.0929848405789164,0.0957422524383444,non-significant,18,50,3079,-218829.780270731,TRUE,mean_evi_coef,1.56476080617486,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.0131002968661437,0.015979135000576,-0.0182182322390886,0.0444188259713761,non-significant,18,50,3079,-218829.780270731,TRUE,mean_evi_coef,1.56476080617486,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00432639282448479,0.00185459798258433,-0.00796133807615073,-0.000691447572818854,negative,18,50,3079,-218829.780270731,TRUE,mean_evi_coef,1.56476080617486,EVI Trend,MAT Trend
prec_coef_scaled,-0.00600288928362045,0.00214295497633291,-0.0102030038577238,-0.00180277470951706,negative,18,50,3079,-218829.780270731,TRUE,mean_evi_coef,1.56476080617486,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00675568419435062,0.00173460279427832,0.00335592519008258,0.0101554431986187,positive,18,50,3079,-218829.780270731,TRUE,mean_evi_coef,1.56476080617486,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000481768917679279,0.000410542073638241,-0.00128641659614862,0.000322878760790063,non-significant,18,50,3079,-218829.780270731,TRUE,mean_evi_coef,1.56476080617486,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00324331970241054,0.000320447745045393,-0.00387138574162659,-0.0026152536631945,negative,18,50,3079,-218829.780270731,TRUE,mean_evi_coef,1.56476080617486,EVI Trend,Burned Area Trend
(Intercept),0.0717698072115477,0.136086029939411,-0.194953910268738,0.338493524691833,non-significant,16,150,1068,-220082.421414914,TRUE,mean_evi_coef,1.57587115781702,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0329662545179115,0.0802644531045734,-0.124349182805856,0.190281691841679,non-significant,16,150,1068,-220082.421414914,TRUE,mean_evi_coef,1.57587115781702,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.014115661273008,0.0267350431083609,-0.038284060344505,0.066515382890521,non-significant,16,150,1068,-220082.421414914,TRUE,mean_evi_coef,1.57587115781702,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00591016584670062,0.00191799747978836,-0.0096693718295244,-0.00215095986387684,negative,16,150,1068,-220082.421414914,TRUE,mean_evi_coef,1.57587115781702,EVI Trend,MAT Trend
prec_coef_scaled,-0.0108294202745202,0.00215813901731883,-0.0150592950220958,-0.00659954552694463,negative,16,150,1068,-220082.421414914,TRUE,mean_evi_coef,1.57587115781702,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00140265678518597,0.00186887791264647,-0.0022602766151035,0.00506559018547543,non-significant,16,150,1068,-220082.421414914,TRUE,mean_evi_coef,1.57587115781702,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.00100442437960294,0.000416136736087867,-0.00182003739497921,-0.000188811364226676,negative,16,150,1068,-220082.421414914,TRUE,mean_evi_coef,1.57587115781702,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00268450219347184,0.000335132079662069,-0.00334134899967351,-0.00202765538727018,negative,16,150,1068,-220082.421414914,TRUE,mean_evi_coef,1.57587115781702,EVI Trend,Burned Area Trend
(Intercept),0.0634995817912355,0.138518014147296,-0.207990737147474,0.334989900729945,non-significant,16,100,1353,-220097.578439474,TRUE,mean_evi_coef,1.5760515639982,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0279643938397093,0.0800210688901539,-0.128874019189391,0.184802806868809,non-significant,16,100,1353,-220097.578439474,TRUE,mean_evi_coef,1.5760515639982,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.0144093023515695,0.0264921565494307,-0.0375143703581115,0.0663329750612505,non-significant,16,100,1353,-220097.578439474,TRUE,mean_evi_coef,1.5760515639982,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00594608204293432,0.00191801947729855,-0.00970533114008581,-0.00218683294578283,negative,16,100,1353,-220097.578439474,TRUE,mean_evi_coef,1.5760515639982,EVI Trend,MAT Trend
prec_coef_scaled,-0.0108649968356286,0.00215794667483039,-0.0150944945988542,-0.00663549907240311,negative,16,100,1353,-220097.578439474,TRUE,mean_evi_coef,1.5760515639982,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00135713163635288,0.00186960127727975,-0.00230721953256551,0.00502148280527128,non-significant,16,100,1353,-220097.578439474,TRUE,mean_evi_coef,1.5760515639982,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000994641690572113,0.000416080665376445,-0.00181014480937341,-0.000179138571770819,negative,16,100,1353,-220097.578439474,TRUE,mean_evi_coef,1.5760515639982,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.0026935100437433,0.000335125338347007,-0.00335034363721023,-0.00203667645027637,negative,16,100,1353,-220097.578439474,TRUE,mean_evi_coef,1.5760515639982,EVI Trend,Burned Area Trend
(Intercept),0.106147638413144,0.154632798256034,-0.196927076997331,0.409222353823618,non-significant,16,50,3171,-220268.553496241,TRUE,mean_evi_coef,1.57832062090768,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0747108904556272,0.090492681495456,-0.102651506139921,0.252073287051175,non-significant,16,50,3171,-220268.553496241,TRUE,mean_evi_coef,1.57832062090768,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.0125514801155963,0.0295156918642742,-0.045298212917163,0.0704011731483557,non-significant,16,50,3171,-220268.553496241,TRUE,mean_evi_coef,1.57832062090768,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00585179820087402,0.00192090177524014,-0.00961669649818374,-0.00208689990356429,negative,16,50,3171,-220268.553496241,TRUE,mean_evi_coef,1.57832062090768,EVI Trend,MAT Trend
prec_coef_scaled,-0.0106104825950594,0.00216410811023722,-0.0148520565497754,-0.00636890864034342,negative,16,50,3171,-220268.553496241,TRUE,mean_evi_coef,1.57832062090768,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00118436098307776,0.0020969491666744,-0.00529430582717086,0.00292558386101534,non-significant,16,50,3171,-220268.553496241,TRUE,mean_evi_coef,1.57832062090768,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000979401011717927,0.000415662855088806,-0.00179408523740308,-0.000164716786032776,negative,16,50,3171,-220268.553496241,TRUE,mean_evi_coef,1.57832062090768,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00258413523052827,0.000334979385360736,-0.00324068276139868,-0.00192758769965786,negative,16,50,3171,-220268.553496241,TRUE,mean_evi_coef,1.57832062090768,EVI Trend,Burned Area Trend
(Intercept),0.033313915739839,0.110523918762647,-0.183308984465179,0.249936815944857,non-significant,14,150,1244,-223076.494269917,TRUE,mean_evi_coef,1.59996458798247,EVI Trend,(Intercept)
mean_density_km2_scaled,0.102230225303375,0.0606726614871666,-0.0166860060576624,0.221146456664411,non-significant,14,150,1244,-223076.494269917,TRUE,mean_evi_coef,1.59996458798247,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,-0.0086689265158894,0.0160494114131516,-0.0401251948587326,0.0227873418269538,non-significant,14,150,1244,-223076.494269917,TRUE,mean_evi_coef,1.59996458798247,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00163404891910223,0.00199085397052745,-0.00226795316161014,0.00553605099981459,non-significant,14,150,1244,-223076.494269917,TRUE,mean_evi_coef,1.59996458798247,EVI Trend,MAT Trend
prec_coef_scaled,0.00362288414820493,0.00228528377537624,-0.000856189745986226,0.00810195804239608,non-significant,14,150,1244,-223076.494269917,TRUE,mean_evi_coef,1.59996458798247,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.000815726804293429,0.00195288674226838,-0.0046433144850252,0.00301186087643835,non-significant,14,150,1244,-223076.494269917,TRUE,mean_evi_coef,1.59996458798247,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000682947652867335,0.000419547575638164,-0.00150524579091923,0.000139350485184562,non-significant,14,150,1244,-223076.494269917,TRUE,mean_evi_coef,1.59996458798247,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00322531638935414,0.000335630705664571,-0.00388314048456247,-0.00256749229414582,negative,14,150,1244,-223076.494269917,TRUE,mean_evi_coef,1.59996458798247,EVI Trend,Burned Area Trend
(Intercept),0.0181098040422996,0.105179925462679,-0.188039061761158,0.224258669845757,non-significant,14,100,1521,-223085.564145459,TRUE,mean_evi_coef,1.60001753568122,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0974141947703659,0.0603120688145037,-0.0207952879391626,0.215623677479895,non-significant,14,100,1521,-223085.564145459,TRUE,mean_evi_coef,1.60001753568122,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,-0.00807577501292485,0.0160788695583934,-0.0395897802594933,0.0234382302336436,non-significant,14,100,1521,-223085.564145459,TRUE,mean_evi_coef,1.60001753568122,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00166633359376718,0.00199074923823744,-0.00223546321542876,0.00556813040296312,non-significant,14,100,1521,-223085.564145459,TRUE,mean_evi_coef,1.60001753568122,EVI Trend,MAT Trend
prec_coef_scaled,0.0036188920038342,0.00228511288039466,-0.000859846942347919,0.00809763095001632,non-significant,14,100,1521,-223085.564145459,TRUE,mean_evi_coef,1.60001753568122,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.000807515351680112,0.00195254480760074,-0.00463443285277825,0.00301940214941802,non-significant,14,100,1521,-223085.564145459,TRUE,mean_evi_coef,1.60001753568122,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000685453615082154,0.000419522351535538,-0.00150770231480136,0.000136795084637052,non-significant,14,100,1521,-223085.564145459,TRUE,mean_evi_coef,1.60001753568122,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00322683001091061,0.000335614532964014,-0.00388462240820831,-0.00256903761361291,negative,14,100,1521,-223085.564145459,TRUE,mean_evi_coef,1.60001753568122,EVI Trend,Burned Area Trend
(Intercept),0.0407478177363912,0.065115306248483,-0.0868758373529314,0.168371472825714,non-significant,14,50,3283,-223147.232874969,TRUE,mean_evi_coef,1.60015199928576,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0601153720526388,0.0489731336710558,-0.0358702061526964,0.156100950257974,non-significant,14,50,3283,-223147.232874969,TRUE,mean_evi_coef,1.60015199928576,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,-0.00658964143421218,0.0129137785930801,-0.0319001823809735,0.0187208995125491,non-significant,14,50,3283,-223147.232874969,TRUE,mean_evi_coef,1.60015199928576,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00212954474000471,0.00199659126005225,-0.00178370222154514,0.00604279170155456,non-significant,14,50,3283,-223147.232874969,TRUE,mean_evi_coef,1.60015199928576,EVI Trend,MAT Trend
prec_coef_scaled,0.00302755081851046,0.00228535163203814,-0.00145165607229414,0.00750675770931506,non-significant,14,50,3283,-223147.232874969,TRUE,mean_evi_coef,1.60015199928576,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.000825764732333406,0.00194609938384549,-0.00464004943500616,0.00298851997033934,non-significant,14,50,3283,-223147.232874969,TRUE,mean_evi_coef,1.60015199928576,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000659225859699522,0.000419642950490547,-0.00148171092902712,0.000163259209628075,non-significant,14,50,3283,-223147.232874969,TRUE,mean_evi_coef,1.60015199928576,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00314594920025837,0.000335426876014134,-0.00380337379669286,-0.00248852460382389,negative,14,50,3283,-223147.232874969,TRUE,mean_evi_coef,1.60015199928576,EVI Trend,Burned Area Trend
(Intercept),0.0249322896144688,0.0749482754601193,-0.121963630990752,0.17182821021969,non-significant,12,150,1527,-225478.132423745,TRUE,mean_evi_coef,1.61798467828788,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0376052758037766,0.0494240038026701,-0.0592639916212276,0.134474543228781,non-significant,12,150,1527,-225478.132423745,TRUE,mean_evi_coef,1.61798467828788,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.00581188691649157,0.0134018923299975,-0.0204553393749872,0.0320791132079703,non-significant,12,150,1527,-225478.132423745,TRUE,mean_evi_coef,1.61798467828788,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00266628847087178,0.00201849536039077,-0.00662246668019889,0.00128988973845533,non-significant,12,150,1527,-225478.132423745,TRUE,mean_evi_coef,1.61798467828788,EVI Trend,MAT Trend
prec_coef_scaled,0.0034392947012823,0.00232151926531905,-0.00111079944815891,0.00798938885072351,non-significant,12,150,1527,-225478.132423745,TRUE,mean_evi_coef,1.61798467828788,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00180981672573981,0.00191962133954843,-0.00557220541520925,0.00195257196372964,non-significant,12,150,1527,-225478.132423745,TRUE,mean_evi_coef,1.61798467828788,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000313447297042637,0.000422285729222874,-0.0011411121175047,0.000514217523419429,non-significant,12,150,1527,-225478.132423745,TRUE,mean_evi_coef,1.61798467828788,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00249056941933224,0.00034009634856583,-0.00315714601379485,-0.00182399282486963,negative,12,150,1527,-225478.132423745,TRUE,mean_evi_coef,1.61798467828788,EVI Trend,Burned Area Trend
(Intercept),0.0250079629360569,0.075055386740374,-0.122097891920801,0.172113817792915,non-significant,12,100,1800,-225479.209290711,TRUE,mean_evi_coef,1.6179018873499,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0378921211964823,0.0497653483795668,-0.0596461693055573,0.135430411698522,non-significant,12,100,1800,-225479.209290711,TRUE,mean_evi_coef,1.6179018873499,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.00595639793033176,0.0135589767775149,-0.0206187082208124,0.032531504081476,non-significant,12,100,1800,-225479.209290711,TRUE,mean_evi_coef,1.6179018873499,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00264950039500899,0.00201843344169379,-0.00660555724592003,0.00130655645590206,non-significant,12,100,1800,-225479.209290711,TRUE,mean_evi_coef,1.6179018873499,EVI Trend,MAT Trend
prec_coef_scaled,0.00345309562144961,0.00232148099828823,-0.00109692352598941,0.00800311476888864,non-significant,12,100,1800,-225479.209290711,TRUE,mean_evi_coef,1.6179018873499,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00183520172589901,0.00191967022681852,-0.00559768623265715,0.00192728278085913,non-significant,12,100,1800,-225479.209290711,TRUE,mean_evi_coef,1.6179018873499,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000313900270207495,0.000422285455501808,-0.00114156455418613,0.000513764013771141,non-significant,12,100,1800,-225479.209290711,TRUE,mean_evi_coef,1.6179018873499,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00248799265321583,0.000340091042373627,-0.00315455884773282,-0.00182142645869883,negative,12,100,1800,-225479.209290711,TRUE,mean_evi_coef,1.6179018873499,EVI Trend,Burned Area Trend
(Intercept),0.0589694053746546,0.0267025305517803,0.0066334071970848,0.111305403552224,positive,12,50,3573,-225566.242204707,FALSE,mean_evi_coef,1.61851356404048,EVI Trend,(Intercept)
mean_density_km2_scaled,-0.0401597906320405,0.00495022009729789,-0.0498620437382907,-0.0304575375257903,negative,12,50,3573,-225566.242204707,FALSE,mean_evi_coef,1.61851356404048,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.000889751885912022,0.00179534482176378,-0.00262905930457547,0.00440856307639952,non-significant,12,50,3573,-225566.242204707,FALSE,mean_evi_coef,1.61851356404048,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.00244428097773537,0.00201596360621867,-0.00639549704006744,0.00150693508459671,non-significant,12,50,3573,-225566.242204707,FALSE,mean_evi_coef,1.61851356404048,EVI Trend,MAT Trend
prec_coef_scaled,0.00405869082530446,0.00231625897346166,-0.000481093341548112,0.00859847499215704,non-significant,12,50,3573,-225566.242204707,FALSE,mean_evi_coef,1.61851356404048,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00187044060850195,0.00189469191069667,-0.0055839685152668,0.0018430872982629,non-significant,12,50,3573,-225566.242204707,FALSE,mean_evi_coef,1.61851356404048,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000295039872807978,0.000422350965983152,-0.00112283255497066,0.0005327528093547,non-significant,12,50,3573,-225566.242204707,FALSE,mean_evi_coef,1.61851356404048,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00252482283490774,0.000340053211752845,-0.00319131488277049,-0.00185833078704499,negative,12,50,3573,-225566.242204707,FALSE,mean_evi_coef,1.61851356404048,EVI Trend,Burned Area Trend
(Intercept),0.123164651392164,0.117572822309885,-0.107273845895937,0.353603148680266,non-significant,10,150,1897,-228147.344261607,TRUE,mean_evi_coef,1.6403560048622,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0437801108987551,0.0847164057686437,-0.122260993307468,0.209821215104978,non-significant,10,150,1897,-228147.344261607,TRUE,mean_evi_coef,1.6403560048622,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.00895054636941212,0.0282415692652579,-0.0464019122573867,0.064303004996211,non-significant,10,150,1897,-228147.344261607,TRUE,mean_evi_coef,1.6403560048622,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.000585169924623678,0.00213667246756463,-0.00477297100780868,0.00360263115856132,non-significant,10,150,1897,-228147.344261607,TRUE,mean_evi_coef,1.6403560048622,EVI Trend,MAT Trend
prec_coef_scaled,0.00747221543049677,0.00235646808394967,0.00285362285523731,0.0120908080057562,positive,10,150,1897,-228147.344261607,TRUE,mean_evi_coef,1.6403560048622,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00364531195572831,0.00223528833910918,-0.00802639659544466,0.000735772683988044,non-significant,10,150,1897,-228147.344261607,TRUE,mean_evi_coef,1.6403560048622,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000800704175357984,0.000424632170315508,-0.00163296793585346,3.155958513749e-05,non-significant,10,150,1897,-228147.344261607,TRUE,mean_evi_coef,1.6403560048622,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00296944647894328,0.000356927447984648,-0.00366901142208699,-0.00226988153579958,negative,10,150,1897,-228147.344261607,TRUE,mean_evi_coef,1.6403560048622,EVI Trend,Burned Area Trend
(Intercept),0.116838305227175,0.109885145476627,-0.0985326223429583,0.332209232797309,non-significant,10,50,3904,-228223.394205354,TRUE,mean_evi_coef,1.64040868073589,EVI Trend,(Intercept)
mean_density_km2_scaled,0.0334540136926044,0.083524839634033,-0.130251663804584,0.197159691189793,non-significant,10,50,3904,-228223.394205354,TRUE,mean_evi_coef,1.64040868073589,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.00802977613825121,0.0279839514355812,-0.0468177608206059,0.0628773130971083,non-significant,10,50,3904,-228223.394205354,TRUE,mean_evi_coef,1.64040868073589,EVI Trend,Elephant Density Trend
mat_coef_scaled,-0.0010498559430889,0.00213567175583862,-0.00523569566733202,0.00313598378115422,non-significant,10,50,3904,-228223.394205354,TRUE,mean_evi_coef,1.64040868073589,EVI Trend,MAT Trend
prec_coef_scaled,0.00759314180199106,0.00235560287364778,0.00297624500776236,0.0122100385962198,positive,10,50,3904,-228223.394205354,TRUE,mean_evi_coef,1.64040868073589,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00365651512048456,0.00223418913381878,-0.0080354453574201,0.000722415116450974,non-significant,10,50,3904,-228223.394205354,TRUE,mean_evi_coef,1.64040868073589,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000784842429025316,0.000424341160472815,-0.00161653582070997,4.6850962659334e-05,non-significant,10,50,3904,-228223.394205354,TRUE,mean_evi_coef,1.64040868073589,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00290939088151371,0.00035685230802024,-0.00360880855303337,-0.00220997320999405,negative,10,50,3904,-228223.394205354,TRUE,mean_evi_coef,1.64040868073589,EVI Trend,Burned Area Trend
(Intercept),0.0630781531574847,0.00794274196792414,0.0475106649618586,0.0786456413531108,positive,8,150,2521,-232079.898146492,TRUE,mean_evi_coef,1.67028717789186,EVI Trend,(Intercept)
mean_density_km2_scaled,0.000447800518209795,0.00768470943484573,-0.014613953205743,0.0155095542421626,non-significant,8,150,2521,-232079.898146492,TRUE,mean_evi_coef,1.67028717789186,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.0003930576184863,0.00318487512122372,-0.00584918291436983,0.00663529815134243,non-significant,8,150,2521,-232079.898146492,TRUE,mean_evi_coef,1.67028717789186,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00236631815390313,0.00214023823941837,-0.00182847171369229,0.00656110802149856,non-significant,8,150,2521,-232079.898146492,TRUE,mean_evi_coef,1.67028717789186,EVI Trend,MAT Trend
prec_coef_scaled,0.00587453970086068,0.00235507062044523,0.00125868610373963,0.0104903932979817,positive,8,150,2521,-232079.898146492,TRUE,mean_evi_coef,1.67028717789186,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00167100751374764,0.00190163707777973,-0.0053981476978619,0.00205613267036662,non-significant,8,150,2521,-232079.898146492,TRUE,mean_evi_coef,1.67028717789186,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000654097761195736,0.000438535777381964,-0.00151361209079666,0.000205416568405187,non-significant,8,150,2521,-232079.898146492,TRUE,mean_evi_coef,1.67028717789186,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00235697107053837,0.000373525146158499,-0.00308906690432908,-0.00162487523674765,negative,8,150,2521,-232079.898146492,TRUE,mean_evi_coef,1.67028717789186,EVI Trend,Burned Area Trend
(Intercept),0.0629991020172312,0.00793410838539305,0.0474485353324236,0.0785496687020389,positive,8,100,2783,-232079.725335629,TRUE,mean_evi_coef,1.67028600500915,EVI Trend,(Intercept)
mean_density_km2_scaled,0.000482671760777725,0.00767555464094595,-0.0145611388968456,0.015526482418401,non-significant,8,100,2783,-232079.725335629,TRUE,mean_evi_coef,1.67028600500915,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.000388469826191745,0.00318108121599084,-0.00584633478904719,0.00662327444143068,non-significant,8,100,2783,-232079.725335629,TRUE,mean_evi_coef,1.67028600500915,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00236878918572902,0.00214016167246759,-0.00182585061340045,0.0065634289848585,non-significant,8,100,2783,-232079.725335629,TRUE,mean_evi_coef,1.67028600500915,EVI Trend,MAT Trend
prec_coef_scaled,0.00586508413313577,0.00235513443874745,0.00124910545444082,0.0104810628118307,positive,8,100,2783,-232079.725335629,TRUE,mean_evi_coef,1.67028600500915,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.0016732582832239,0.0019006650328858,-0.0053984932943547,0.0020519767279069,non-significant,8,100,2783,-232079.725335629,TRUE,mean_evi_coef,1.67028600500915,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000654062914529842,0.0004385356431678,-0.00151357698107584,0.000205451152016154,non-significant,8,100,2783,-232079.725335629,TRUE,mean_evi_coef,1.67028600500915,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00235712946789103,0.000373530327393305,-0.00308923545671536,-0.0016250234790667,negative,8,100,2783,-232079.725335629,TRUE,mean_evi_coef,1.67028600500915,EVI Trend,Burned Area Trend
(Intercept),0.062014365409794,0.0077016954247718,0.0469193197573444,0.0771094110622437,positive,8,50,4512,-232115.763850985,TRUE,mean_evi_coef,1.67045960578634,EVI Trend,(Intercept)
mean_density_km2_scaled,-0.000923106954801223,0.00742202601845714,-0.0154700106432964,0.013623796733694,non-significant,8,50,4512,-232115.763850985,TRUE,mean_evi_coef,1.67045960578634,EVI Trend,Mean Elephant Density
density_km2_estimate_scaled,0.000178937528071444,0.00311064861364647,-0.00591782172323509,0.00627569677937798,non-significant,8,50,4512,-232115.763850985,TRUE,mean_evi_coef,1.67045960578634,EVI Trend,Elephant Density Trend
mat_coef_scaled,0.00229017427961116,0.00213828043565776,-0.00190077836312467,0.00648112692234699,non-significant,8,50,4512,-232115.763850985,TRUE,mean_evi_coef,1.67045960578634,EVI Trend,MAT Trend
prec_coef_scaled,0.00591796292031426,0.00235344227095635,0.00130530082954566,0.0105306250110829,positive,8,50,4512,-232115.763850985,TRUE,mean_evi_coef,1.67045960578634,EVI Trend,Precipitation Trend
n_deposition_scaled,-0.00153510240505726,0.00188342079365628,-0.00522653932835742,0.00215633451824289,non-significant,8,50,4512,-232115.763850985,TRUE,mean_evi_coef,1.67045960578634,EVI Trend,Nitrogen deposition
fire_frequency_scaled,-0.000644517877556453,0.00043841678609531,-0.00150379898852106,0.000214763233408156,non-significant,8,50,4512,-232115.763850985,TRUE,mean_evi_coef,1.67045960578634,EVI Trend,Fire frequency
burned_area_coef_scaled,-0.00235522806244882,0.00037344970080074,-0.00308717602605553,-0.00162328009884211,negative,8,50,4512,-232115.763850985,TRUE,mean_evi_coef,1.67045960578634,EVI Trend,Burned Area Trend
(Intercept),0.0693816978350781,0.00808515106505992,0.053535092937995,0.0852283027321612,positive,6,150,3745,-238122.790001991,TRUE,mean_evi_coef,1.72039245058296,EVI Trend,(Intercept)
