term,estimate,std.error,conf.low,conf.high,sig,cutoff,max_inner_edge,n_vertices,aic,sanity_checks,response,sum_loglik,n,generic_r2,log_cpo_approx,clean_response,clean_term
local_density_km2_scaled:fire_frequency_scaled,0.0516230383982637,0.00556200569301047,0.0407217075581564,0.062524369238371,positive,20,150,941,6706560.76320719,TRUE,tree_cover_100m_coef,-3351696.8925728,1658064,-0.15796142938672,-2.02145206250953,Woody Cover Trend,Local Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.0259293462716715,0.0112156621213156,0.00394705245112278,0.0479116400922202,positive,20,150,941,6706560.76320719,TRUE,tree_cover_100m_coef,-3351696.8925728,1658064,-0.15796142938672,-2.02145206250953,Woody Cover Trend,MAT Trend:Prec Trend
(Intercept),0.731381845955025,1.6537804428006,-2.50996826027085,3.9727319521809,non-significant,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.235545260557145,0.0110802475060477,0.213828374505502,0.257262146608788,positive,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,Local Elephant Density
percent_population_growth_scaled,0.0400564775020119,0.00994049362114227,0.0205734680160229,0.0595394869880009,positive,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,Elephant Population Growth
months_severe_drought_scaled,-0.240466720186334,0.00941518037207552,-0.25892013462355,-0.222013305749118,negative,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0688653658305391,0.00405986835930756,-0.0768225615967556,-0.0609081700643226,negative,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,Fire frequency
mat_coef_scaled,0.0644440543273205,0.0200528291878197,0.0251412313310603,0.103746877323581,positive,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,MAT Trend
prec_coef_scaled,-0.00813429245233674,0.0201005306432274,-0.0475306085832061,0.0312620236785326,non-significant,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,Precipitation Trend
n_deposition_scaled,-0.1525979632799,0.0112070104206125,-0.174563300078666,-0.130632626481135,negative,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,Nitrogen deposition
local_density_km2_scaled:percent_population_growth_scaled,-0.129273047282128,0.00844973278556487,-0.145834219220823,-0.112711875343434,negative,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,Local Ele. Density:Ele. Pop. Growth
local_density_km2_scaled:months_severe_drought_scaled,0.110095615627832,0.00607858049993921,0.0981818167708234,0.12200941448484,positive,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,Local Ele. Density:Drought Months
local_density_km2_scaled:fire_frequency_scaled,0.0515476187311599,0.00556182715590811,0.0406466378173432,0.0624485996449766,positive,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,Local Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.02684633804661,0.0112176673938621,0.00486011396409104,0.048832562129129,positive,20,100,1230,6706538.88104841,TRUE,tree_cover_100m_coef,-3351693.50349608,1658064,-0.113727177967242,-2.0214500185132,Woody Cover Trend,MAT Trend:Prec Trend
(Intercept),1.57820224535496,0.986204720078321,-0.354723487381949,3.51112797809188,non-significant,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.253286907290072,0.0110441196134726,0.231640830606713,0.274932983973431,positive,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,Local Elephant Density
percent_population_growth_scaled,0.0512932115451267,0.01005793795785,0.0315800153890024,0.071006407701251,positive,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,Elephant Population Growth
months_severe_drought_scaled,-0.281551010315142,0.00951700720547431,-0.30020400167848,-0.262898018951804,negative,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0560995230978694,0.00407484332047508,-0.0640860692486441,-0.0481129769470946,negative,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,Fire frequency
mat_coef_scaled,0.0169085241992392,0.0206767610193797,-0.0236171827156866,0.057434231114165,non-significant,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,MAT Trend
prec_coef_scaled,-0.0660591848311264,0.020565944210619,-0.106367694792,-0.0257506748702532,negative,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,Precipitation Trend
n_deposition_scaled,-0.145780879959549,0.0112850502182889,-0.167899171951121,-0.123662587967977,negative,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,Nitrogen deposition
local_density_km2_scaled:percent_population_growth_scaled,-0.121469074216694,0.00840241530355521,-0.137937505594811,-0.105000642838578,negative,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,Local Ele. Density:Ele. Pop. Growth
local_density_km2_scaled:months_severe_drought_scaled,0.0988178073267664,0.00613018839721467,0.0868028588497803,0.110832755803752,positive,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,Local Ele. Density:Drought Months
local_density_km2_scaled:fire_frequency_scaled,0.0614109788208528,0.00559884674274004,0.0504374408501229,0.0723845167915827,positive,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,Local Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.0192513527142302,0.0113343039469833,-0.00296347481168729,0.0414661802401477,non-significant,20,50,3037,6703044.08581772,TRUE,tree_cover_100m_coef,-3349853.86192987,1658064,-0.349535051254297,-2.0203405067174,Woody Cover Trend,MAT Trend:Prec Trend
(Intercept),0.448595667888204,1.9150681183087,-3.30486887193774,4.20206020771415,non-significant,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.281164902424769,0.0112344628089184,0.259145759933635,0.303184044915904,positive,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,Local Elephant Density
percent_population_growth_scaled,-0.0230543058644657,0.0105940062478093,-0.0438181765621643,-0.00229043516676709,negative,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,Elephant Population Growth
months_severe_drought_scaled,-0.196338126125394,0.00979658261016087,-0.215539075212881,-0.177137177037907,negative,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0721889245721113,0.00423688615247458,-0.080493068837558,-0.0638847803066647,negative,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,Fire frequency
mat_coef_scaled,0.052470399962198,0.0221867071697906,0.00898525297387184,0.0959555469505242,positive,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,MAT Trend
prec_coef_scaled,-0.144218770214897,0.0208117026947043,-0.185008957953472,-0.103428582476321,negative,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,Precipitation Trend
n_deposition_scaled,-0.153365087137491,0.0108813014101324,-0.174692046006276,-0.132038128268707,negative,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,Nitrogen deposition
local_density_km2_scaled:percent_population_growth_scaled,-0.155458263283703,0.00856000998456117,-0.172235574560746,-0.13868095200666,negative,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,Local Ele. Density:Ele. Pop. Growth
local_density_km2_scaled:months_severe_drought_scaled,0.1026084016937,0.00620035234345796,0.0904559344090639,0.114760868978336,positive,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,Local Ele. Density:Drought Months
local_density_km2_scaled:fire_frequency_scaled,0.145142867142306,0.00586934105100156,0.133639170069361,0.156646564215252,positive,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,Local Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.0371211128284493,0.0117198601663718,0.0141506089985151,0.0600916166583836,positive,18,150,1090,6688616.60877771,TRUE,tree_cover_100m_coef,-3342448.94779522,1658064,-0.128977701513759,-2.01587450653004,Woody Cover Trend,MAT Trend:Prec Trend
(Intercept),0.459189473141094,2.03090348106722,-3.52130820582767,4.43968715210986,non-significant,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.281010308726827,0.011234998772464,0.258990115766446,0.303030501687208,positive,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,Local Elephant Density
percent_population_growth_scaled,-0.0230908055282221,0.0105942168866764,-0.0438550890705139,-0.00232652198593032,negative,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,Elephant Population Growth
months_severe_drought_scaled,-0.197250787762535,0.00979854479678216,-0.216455582665131,-0.17804599285994,negative,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.072096057085729,0.00423703514567654,-0.0804004933724854,-0.0637916207989725,negative,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,Fire frequency
mat_coef_scaled,0.0499211862739112,0.0221920140964242,0.00642563790051445,0.0934167346473079,positive,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,MAT Trend
prec_coef_scaled,-0.144349599784487,0.0208149906343673,-0.185146231766385,-0.103552967802589,negative,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,Precipitation Trend
n_deposition_scaled,-0.154595432414745,0.0108827675481948,-0.175925264861328,-0.133265599968162,negative,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,Nitrogen deposition
local_density_km2_scaled:percent_population_growth_scaled,-0.155414484624436,0.00856009783428567,-0.172191968083775,-0.138637001165097,negative,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,Local Ele. Density:Ele. Pop. Growth
local_density_km2_scaled:months_severe_drought_scaled,0.102604433015495,0.00620054536734068,0.0904515874110006,0.114757278619989,positive,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,Local Ele. Density:Drought Months
local_density_km2_scaled:fire_frequency_scaled,0.145126878414952,0.00586945194725918,0.133622963989336,0.156630792840569,positive,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,Local Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.0351861112167845,0.0117250846738431,0.0122053675403694,0.0581668548931996,positive,18,100,1371,6688578.13089773,TRUE,tree_cover_100m_coef,-3342422.07673572,1658064,-0.127205240959847,-2.01585830024397,Woody Cover Trend,MAT Trend:Prec Trend
(Intercept),0.0146070791549174,1.26274858901967,-2.46033467685241,2.48954883516225,non-significant,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.269832788313164,0.0112663029777714,0.247751240237816,0.291914336388513,positive,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,Local Elephant Density
percent_population_growth_scaled,-0.022418732070792,0.0106034043256361,-0.043201022662555,-0.001636441479029,negative,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,Elephant Population Growth
months_severe_drought_scaled,-0.20844475331252,0.00982269232638887,-0.22769687650346,-0.18919263012158,negative,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.072240078693296,0.00424169074623159,-0.0805536397894667,-0.0639265175971252,negative,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,Fire frequency
mat_coef_scaled,0.0464891054522453,0.0222601390092959,0.00286003470317028,0.0901181762013202,positive,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,MAT Trend
prec_coef_scaled,-0.142690971199823,0.0208287573849064,-0.183514585516962,-0.101867356882684,negative,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,Precipitation Trend
n_deposition_scaled,-0.160524515916816,0.0109277668272184,-0.181942545329616,-0.139106486504016,negative,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,Nitrogen deposition
local_density_km2_scaled:percent_population_growth_scaled,-0.150742121125033,0.00856440214017461,-0.167528040868893,-0.133956201381173,negative,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,Local Ele. Density:Ele. Pop. Growth
local_density_km2_scaled:months_severe_drought_scaled,0.109129354450157,0.00621244060100034,0.0969531946161018,0.121305514284212,positive,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,Local Ele. Density:Drought Months
local_density_km2_scaled:fire_frequency_scaled,0.145910242582161,0.00587777514672569,0.134390014985354,0.157430470178968,positive,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,Local Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.0331891573837083,0.0117434263704462,0.0101724646425358,0.0562058501248808,positive,18,50,3179,6688117.90860637,TRUE,tree_cover_100m_coef,-3342162.59132381,1658064,-0.181784344747227,-2.01570180121142,Woody Cover Trend,MAT Trend:Prec Trend
(Intercept),0.138669082787641,0.911859683345804,-1.64854305552423,1.92588122109952,non-significant,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.375589641501731,0.0116369808195837,0.352781578206563,0.398397704796898,positive,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,Local Elephant Density
percent_population_growth_scaled,0.0478507698926852,0.0107754743869091,0.0267312281780096,0.0689703116073609,positive,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,Elephant Population Growth
months_severe_drought_scaled,-0.158075554464433,0.0102809098336322,-0.178225767466656,-0.13792534146221,negative,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0795625739928097,0.00425258172514425,-0.0878974810154056,-0.0712276669702137,negative,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,Fire frequency
mat_coef_scaled,-0.118224443783387,0.0232635814049877,-0.163820225488579,-0.0726286620781955,negative,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,MAT Trend
prec_coef_scaled,-0.123205723533086,0.0216597845920805,-0.16565812124646,-0.080753325819713,negative,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,Precipitation Trend
n_deposition_scaled,-0.102498698067767,0.013174564301004,-0.128320369609741,-0.0766770265257917,negative,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,Nitrogen deposition
local_density_km2_scaled:percent_population_growth_scaled,-0.156014961297989,0.00894488231347562,-0.173546608478351,-0.138483314117628,negative,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,Local Ele. Density:Ele. Pop. Growth
local_density_km2_scaled:months_severe_drought_scaled,0.0860675494264432,0.00666491663031372,0.0730045528710663,0.0991305459818202,positive,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,Local Ele. Density:Drought Months
local_density_km2_scaled:fire_frequency_scaled,0.0972750103602202,0.0058918052653711,0.0857272842361694,0.108822736484271,positive,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,Local Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.0530474829013592,0.0124680518877901,-0.0774844155588043,-0.028610550243914,negative,16,150,1273,6673511.38612434,TRUE,tree_cover_100m_coef,-3334724.46011477,1658064,-0.0455710502881859,-2.01121576737374,Woody Cover Trend,MAT Trend:Prec Trend
(Intercept),0.0928191070664451,0.892623332714599,-1.65669047681428,1.84232869094717,non-significant,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.375596091857839,0.0116369082900341,0.352788170717977,0.398404012997701,positive,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,Local Elephant Density
percent_population_growth_scaled,0.0478537867984031,0.0107753426769921,0.0267345032304211,0.0689730703663851,positive,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,Elephant Population Growth
months_severe_drought_scaled,-0.158040092551448,0.0102814422894155,-0.178191349147829,-0.137888835955067,negative,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,N Drought Months
fire_frequency_scaled,-0.0795702887718084,0.00425262642977393,-0.0879052834138685,-0.0712352941297484,negative,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,Fire frequency
mat_coef_scaled,-0.118094262207237,0.0232645330914086,-0.163691909183538,-0.0724966152309362,negative,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,MAT Trend
prec_coef_scaled,-0.122994965545275,0.0216597057198355,-0.165447208671889,-0.0805427224186611,negative,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,Precipitation Trend
n_deposition_scaled,-0.102494371116872,0.0131739699103183,-0.12831487767451,-0.0766738645592338,negative,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,Nitrogen deposition
local_density_km2_scaled:percent_population_growth_scaled,-0.156018094200288,0.00894479893316081,-0.173549577958235,-0.138486610442341,negative,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,Local Ele. Density:Ele. Pop. Growth
local_density_km2_scaled:months_severe_drought_scaled,0.0860453392131615,0.00666495855511431,0.0729822604866854,0.0991084179396377,positive,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,Local Ele. Density:Drought Months
local_density_km2_scaled:fire_frequency_scaled,0.0972587400175785,0.00589179781890934,0.0857110284883246,0.108806451546832,positive,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,Local Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.0530850505576233,0.0124682721101024,-0.0775224148428693,-0.0286476862723774,negative,16,100,1553,6673507.01366646,TRUE,tree_cover_100m_coef,-3334722.99328192,1658064,-0.0518932878730924,-2.01121488270774,Woody Cover Trend,MAT Trend:Prec Trend
(Intercept),0.277219620727099,0.713975503567535,-1.12214665210912,1.67658589356332,non-significant,16,50,3307,6672835.15469017,TRUE,tree_cover_100m_coef,-3334351.4340219,1658064,-0.0368938048643048,-2.01099079047727,Woody Cover Trend,(Intercept)
local_density_km2_scaled,0.381448735878212,0.0116630178179796,0.358589641003923,0.404307830752501,positive,16,50,3307,6672835.15469017,TRUE,tree_cover_100m_coef,-3334351.4340219,1658064,-0.0368938048643048,-2.01099079047727,Woody Cover Trend,Local Elephant Density
percent_population_growth_scaled,0.0443366014840333,0.01077881817518,0.0232105060647747,0.0654626969032919,positive,16,50,3307,6672835.15469017,TRUE,tree_cover_100m_coef,-3334351.4340219,1658064,-0.0368938048643048,-2.01099079047727,Woody Cover Trend,Elephant Population Growth
months_severe_drought_scaled,-0.165125930334304,0.0102882529667427,-0.185290535612957,-0.144961325055651,negative,16,50,3307,6672835.15469017,TRUE,tree_cover_100m_coef,-3334351.4340219,1658064,-0.0368938048643048,-2.01099079047727,Woody Cover Trend,N Drought Months
