term,estimate,std.error,conf.low,conf.high,sig,cutoff,max_inner_edge,n_vertices,aic,sanity_checks,response,log_cpo_approx,clean_response,clean_term
months_severe_drought_scaled,-0.00132647787403173,0.00268916554331864,-0.00659714548740235,0.00394418973933889,non-significant,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,N Drought Months
fire_frequency_scaled,0.00525536317030995,0.00110828455111325,0.00308316536550585,0.00742756097511405,positive,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,Fire frequency
mat_coef_scaled,-0.0085739539656786,0.00476182044499338,-0.0179069505387121,0.000759042607354913,non-significant,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,MAT Trend
prec_coef_scaled,-0.00246774887302658,0.00466378191641586,-0.0116085934609509,0.00667309571489769,non-significant,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,Precipitation Trend
n_deposition_scaled,0.00605950395207655,0.00318172284413351,-0.000176558231213482,0.0122955661353666,non-significant,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,-0.0200930244536528,0.00541625736513916,-0.0307086938203253,-0.00947735508698021,negative,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,-0.00348784874067442,0.00249958196291069,-0.00838693936438531,0.00141124188303647,non-significant,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.00378345580015287,0.00149458383281206,0.000854125315965392,0.00671278628434034,positive,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.00457328960616545,0.00254888503770807,-0.00956901248080629,0.000422433268475386,non-significant,6,50,5985,-191225.889570592,TRUE,evi_900m_coef,1.31096594346965,EVI Trend,MAT Trend:Prec Trend
(Intercept),0.0652131865162263,0.00848857923518042,0.0485758769353581,0.0818504960970945,positive,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,(Intercept)
mean_density_km2_scaled,-0.0205080243679811,0.00686871060923685,-0.0339704497823135,-0.00704559895364868,negative,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,Mean Elephant Density
percent_population_growth_scaled,-0.00244843759855536,0.00423152582379468,-0.0107420758128441,0.0058452006157334,non-significant,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,Elephant Population Growth
months_severe_drought_scaled,0.00502667825441841,0.00280587240025632,-0.000472730595298941,0.0105260871041358,non-significant,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,N Drought Months
fire_frequency_scaled,0.00918266275083266,0.00115631691200731,0.00691632324858376,0.0114490022530816,positive,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,Fire frequency
mat_coef_scaled,-0.0103983710970129,0.00487640671768715,-0.0199559526376489,-0.000840789556376936,negative,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,MAT Trend
prec_coef_scaled,-0.00122905482254196,0.00502424453556154,-0.0110763931617647,0.00861828351668083,non-significant,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,Precipitation Trend
n_deposition_scaled,0.010244816642703,0.00314173000488164,0.0040871389839861,0.0164024943014198,positive,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,-0.00676399108239522,0.00529427714948451,-0.0171405836195582,0.00361260145476779,non-significant,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,0.00494020485341815,0.00263049981770256,-0.000215480050618049,0.0100958897574543,non-significant,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.00781143882495651,0.00156150743931798,0.00475094048230191,0.0108719371676111,positive,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.0055673583118963,0.00255511221035689,-0.0105752862206543,-0.000559430403138272,negative,4,150,7438,-205105.746832803,TRUE,evi_900m_coef,1.42604327442385,EVI Trend,MAT Trend:Prec Trend
(Intercept),0.0652150673187641,0.00848929259306482,0.0485763595821344,0.0818537750553938,positive,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,(Intercept)
mean_density_km2_scaled,-0.0205096724833549,0.00686906891953332,-0.0339728001729637,-0.00704654479374616,negative,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,Mean Elephant Density
percent_population_growth_scaled,-0.00244769304547808,0.00423165145722072,-0.0107415774967571,0.00584619140580096,non-significant,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,Elephant Population Growth
months_severe_drought_scaled,0.00502744584287372,0.00280591501926266,-0.000472046538561103,0.0105269382243085,non-significant,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,N Drought Months
fire_frequency_scaled,0.00918260091171766,0.00115631767523431,0.00691625991357132,0.011448941909864,positive,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,Fire frequency
mat_coef_scaled,-0.0103966583196231,0.00487649028161571,-0.0199544036425495,-0.000838912996696757,negative,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,MAT Trend
prec_coef_scaled,-0.00122851644355422,0.00502429406089844,-0.0110759518506536,0.00861891896354521,non-significant,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,Precipitation Trend
n_deposition_scaled,0.0102437893810499,0.00314184850290279,0.00408587947047933,0.0164016992916204,positive,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,-0.00676353291413011,0.00529449859973429,-0.0171405594858071,0.00361349365754685,non-significant,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,0.00493994771257702,0.0026305287325361,-0.000215793863491528,0.0100956892886456,non-significant,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.00781132606050656,0.00156150903709374,0.00475082458626902,0.0108718275347441,positive,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.0055668476045145,0.00255515052051012,-0.0105748505997931,-0.000558844609235887,negative,4,100,7699,-205105.779987812,TRUE,evi_900m_coef,1.42604373110692,EVI Trend,MAT Trend:Prec Trend
(Intercept),0.0654559722391372,0.00850815094383537,0.0487803028141894,0.082131641664085,positive,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,(Intercept)
mean_density_km2_scaled,-0.0205851340286293,0.00687764831333391,-0.0340650770210964,-0.00710519103616218,negative,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,Mean Elephant Density
percent_population_growth_scaled,-0.00247774042472338,0.0042344684534976,-0.0107771460872497,0.00582166523780294,non-significant,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,Elephant Population Growth
months_severe_drought_scaled,0.00506783103776727,0.00280625324372379,-0.000432324251430054,0.0105679863269646,non-significant,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,N Drought Months
fire_frequency_scaled,0.00918823368309965,0.00115629700950783,0.00692193318903294,0.0114545341771664,positive,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,Fire frequency
mat_coef_scaled,-0.0103763883479439,0.00487906360377995,-0.0199391772896328,-0.000813599406255007,negative,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,MAT Trend
prec_coef_scaled,-0.00124455735389829,0.00502561341131319,-0.0110945786402936,0.00860546393249705,non-significant,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,Precipitation Trend
n_deposition_scaled,0.0102596221813805,0.00314273332612477,0.00409997804916218,0.0164192663135988,positive,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,-0.00672398722874257,0.00529913552545729,-0.0171101020078356,0.00366212755035046,non-significant,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,0.00492214874509446,0.00263102032349839,-0.000234556331555309,0.0100788538217442,non-significant,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.00781855210357908,0.00156147487777516,0.00475811758037569,0.0108789866267825,positive,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.00553520512181499,0.00255625029142185,-0.0105453636284718,-0.000525046615158155,negative,4,50,9336,-205105.240186608,TRUE,evi_900m_coef,1.42603964915783,EVI Trend,MAT Trend:Prec Trend
(Intercept),0.0532871485604475,0.00622462142146121,0.0410871147569871,0.065487182363908,positive,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,(Intercept)
mean_density_km2_scaled,-0.0127257603941613,0.00586436915601375,-0.0242197127319958,-0.00123180805632677,negative,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,Mean Elephant Density
percent_population_growth_scaled,-0.00674413635179693,0.00400419556283707,-0.0145922154420127,0.00110394273841882,non-significant,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,Elephant Population Growth
months_severe_drought_scaled,-0.000538985427641027,0.00281897026531791,-0.00606406562115344,0.00498609476587139,non-significant,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,N Drought Months
fire_frequency_scaled,0.00562311831680826,0.00121280663579063,0.00324606099044743,0.00800017564316909,positive,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,Fire frequency
mat_coef_scaled,-0.022755394151882,0.00470096511955283,-0.0319691164787845,-0.0135416718249794,negative,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,MAT Trend
prec_coef_scaled,-0.0128429061850669,0.00508342190792657,-0.0228062300428249,-0.00287958232730899,negative,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,Precipitation Trend
n_deposition_scaled,0.0140683317821958,0.00285253865794588,0.00847745874811368,0.019659204816278,positive,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,-0.00816008495105562,0.00486659951151397,-0.0176984447208032,0.00137827481869198,non-significant,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,0.00277212873735505,0.00269760747804841,-0.00251508476404576,0.00805934223875586,non-significant,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.00252722252715309,0.00163654528522786,-0.000680347290962345,0.00573479234526853,non-significant,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.00592900258723804,0.00247545632363963,-0.0107808078268736,-0.00107719734760245,negative,2,150,18623,-224248.621361638,TRUE,evi_900m_coef,1.59375438520731,EVI Trend,MAT Trend:Prec Trend
(Intercept),0.0532869820930862,0.0062246181703535,0.0410869546616797,0.0654870095244926,positive,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,(Intercept)
mean_density_km2_scaled,-0.0127261523667225,0.00586436250115952,-0.0242200916612824,-0.00123221307216263,negative,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,Mean Elephant Density
percent_population_growth_scaled,-0.00674415645626553,0.00400419613003696,-0.0145922366581726,0.00110392374564156,non-significant,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,Elephant Population Growth
months_severe_drought_scaled,-0.000538912245704676,0.00281897074592444,-0.00606399338118858,0.00498616888977923,non-significant,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,N Drought Months
fire_frequency_scaled,0.00562312507326282,0.0012128066207133,0.00324606777645302,0.00800018237007261,positive,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,Fire frequency
mat_coef_scaled,-0.0227553701989407,0.00470096556351762,-0.0319690933959982,-0.0135416470018831,negative,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,MAT Trend
prec_coef_scaled,-0.0128429171579544,0.00508342192046134,-0.0228062410402801,-0.00287959327562878,negative,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,Precipitation Trend
n_deposition_scaled,0.0140683359207686,0.00285253886847241,0.00847746247406207,0.0196592093674752,positive,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,-0.00816002611984464,0.00486660030844246,-0.0176983874515434,0.00137833521185409,non-significant,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,0.00277220137049528,0.00269760606118822,-0.00251500935391059,0.00805941209490115,non-significant,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.00252723468742124,0.00163654524451349,-0.000680335050895496,0.00573480442573797,non-significant,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.00592900216825709,0.00247545647465614,-0.0107808077038796,-0.00107719663263457,negative,2,100,18874,-224248.621065248,TRUE,evi_900m_coef,1.59375438577393,EVI Trend,MAT Trend:Prec Trend
(Intercept),0.0532811657876966,0.00622489316422341,0.0410805993782091,0.065481732197184,positive,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,(Intercept)
mean_density_km2_scaled,-0.0127393658057124,0.00586488720128468,-0.0242343334936203,-0.00124439811780455,negative,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,Mean Elephant Density
percent_population_growth_scaled,-0.00674439575280855,0.00400428958972512,-0.0145926591323385,0.00110386762672137,non-significant,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,Elephant Population Growth
months_severe_drought_scaled,-0.000536280461423929,0.00281903665681169,-0.00606149077987304,0.00498892985702519,non-significant,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,N Drought Months
fire_frequency_scaled,0.00562206847795543,0.00121282606296842,0.00324497307502581,0.00799916388088505,positive,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,Fire frequency
mat_coef_scaled,-0.0227591331799485,0.00470098810913361,-0.0319729005656014,-0.0135453657942956,negative,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,MAT Trend
prec_coef_scaled,-0.0128451379864616,0.00508346383863465,-0.0228085440268972,-0.00288173194602592,negative,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,Precipitation Trend
n_deposition_scaled,0.0140693374130878,0.00285262876433636,0.00847828777372558,0.0196603870524501,positive,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,-0.00815942051033772,0.00486679628505104,-0.0176981659491311,0.00137932492845565,non-significant,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,0.00277376339930568,0.00269764308388986,-0.00251351988826201,0.00806104668687337,non-significant,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.00252554232940468,0.0016365796444544,-0.000682094831557322,0.00573317949036667,non-significant,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,-0.00592907670920214,0.0024754812943507,-0.0107809308905321,-0.00107722252787217,negative,2,50,20528,-224248.693079845,TRUE,evi_900m_coef,1.59375573845428,EVI Trend,MAT Trend:Prec Trend
(Intercept),-0.00731114806790029,0.00750039211604902,-0.0220116464852845,0.00738935034948396,non-significant,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,(Intercept)
mean_density_km2_scaled,-0.00488446523956976,0.000755329211917286,-0.00636488329139867,-0.00340404718774086,negative,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,Mean Elephant Density
percent_population_growth_scaled,0.000101882299745416,0.000277970522552716,-0.000442929913221685,0.000646694512712517,non-significant,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,Elephant Population Growth
months_severe_drought_scaled,-0.000379820196710595,0.000230952833535949,-0.000832479432568529,7.28390391473392e-05,non-significant,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,N Drought Months
fire_frequency_scaled,-0.0038468838375652,0.000107134418184426,-0.00405686343871133,-0.00363690423641908,negative,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,Fire frequency
mat_coef_scaled,0.0027974424161546,0.000418798647263528,0.00197661215074399,0.0036182726815652,positive,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,MAT Trend
prec_coef_scaled,-0.00432614735498418,0.000461648208184709,-0.00523096121655366,-0.0034213334934147,negative,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,Precipitation Trend
n_deposition_scaled,0.000679966552994956,0.000294375014742462,0.000103002126151284,0.00125693097983863,positive,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,0.00265318361302679,0.000358509081923756,0.00195051872432571,0.00335584850172788,positive,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,0.000131575466869054,0.00020532708928492,-0.000270858233179829,0.000534009166917938,non-significant,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.000215510732240049,0.000139952304039115,-5.87907432300147e-05,0.000489812207710113,non-significant,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.00121082280881447,0.000237048052440357,0.000746217163426005,0.00167542845420293,positive,20,150,861,-485185.383907723,TRUE,canopy_height_900m_coef,3.2263327344407,Canopy Height Trend,MAT Trend:Prec Trend
(Intercept),-0.00694852682777962,0.00679661428113947,-0.0202696460356236,0.00637259238006433,non-significant,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,(Intercept)
mean_density_km2_scaled,-0.00488142766451296,0.00075439282693994,-0.00636001043551059,-0.00340284489351532,negative,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,Mean Elephant Density
percent_population_growth_scaled,0.00010246512127389,0.000278131790185815,-0.000442663170445959,0.000647593412993739,non-significant,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,Elephant Population Growth
months_severe_drought_scaled,-0.000374020781242932,0.000230904454323316,-0.000826585195586505,7.85436331006402e-05,non-significant,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,N Drought Months
fire_frequency_scaled,-0.00385208731626371,0.000107056437567219,-0.00406191407820862,-0.0036422605543188,negative,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,Fire frequency
mat_coef_scaled,0.0028100294145479,0.000418789482788398,0.00198921711117848,0.00363084171791731,positive,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,MAT Trend
prec_coef_scaled,-0.00432621843557554,0.000461600334558143,-0.00523093846656114,-0.00342149840458994,negative,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,Precipitation Trend
n_deposition_scaled,0.00065367181057497,0.000291101550928297,8.31232549117566e-05,0.00122422036623818,positive,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,0.00265234571840002,0.000358346387705888,0.00194999970450645,0.00335469173229359,positive,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,0.000127254688505473,0.000205302444533232,-0.000275130708717694,0.000529640085728639,non-significant,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,0.000207682055842237,0.000139820623640326,-6.63613307887312e-05,0.000481725442473206,non-significant,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.00120894362279988,0.000236946251020229,0.000744537504528448,0.00167334974107132,positive,20,100,1166,-485185.770629669,TRUE,canopy_height_900m_coef,3.22631845518521,Canopy Height Trend,MAT Trend:Prec Trend
(Intercept),-0.00766225461585106,0.00419503455499669,-0.0158843712575456,0.000559862025843467,non-significant,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,(Intercept)
mean_density_km2_scaled,-0.00409870562950372,0.000806278599272078,-0.0056789826455824,-0.00251842861342504,negative,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,Mean Elephant Density
percent_population_growth_scaled,0.000540242889091737,0.000302570962258627,-5.27852997027997e-05,0.00113327107788627,non-significant,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,Elephant Population Growth
months_severe_drought_scaled,-0.000379500948728007,0.000228280884614595,-0.000826923260931557,6.79213634755427e-05,non-significant,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,N Drought Months
fire_frequency_scaled,-0.00407652813385914,0.000107793681680696,-0.00428779986771428,-0.003865256400004,negative,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,Fire frequency
mat_coef_scaled,0.00293098928062312,0.000417696269713174,0.00211231963550857,0.00374965892573767,positive,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,MAT Trend
prec_coef_scaled,-0.00398305848457999,0.000459133501920365,-0.00488294361243966,-0.00308317335672032,negative,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,Precipitation Trend
n_deposition_scaled,0.000636472640998224,0.000302465783501864,4.36505987788818e-05,0.00122929468321757,positive,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,Nitrogen deposition
mean_density_km2_scaled:percent_population_growth_scaled,0.003453715531894,0.000413800379293811,0.00264268169168912,0.00426474937209889,positive,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,Mean Ele. Density:Ele. Pop. Growth
mean_density_km2_scaled:months_severe_drought_scaled,7.78687964442651e-06,0.000203621170290701,-0.000391303280615244,0.000406877039904097,non-significant,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,Mean Ele. Density:Drought Months
mean_density_km2_scaled:fire_frequency_scaled,-0.000239355603706812,0.000141310962809142,-0.000516320001433409,3.76087940197841e-05,non-significant,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,Mean Ele. Density:Fire Frequency
mat_coef_scaled:prec_coef_scaled,0.00106367377084914,0.000237356687921841,0.000598463211032618,0.00152888433066566,positive,20,50,2992,-486413.443774152,TRUE,canopy_height_900m_coef,3.2348799048082,Canopy Height Trend,MAT Trend:Prec Trend
(Intercept),-0.00911665107034979,0.00448756703669467,-0.0179121208404805,-0.000321181300219115,negative,18,150,969,-488199.761670172,TRUE,canopy_height_900m_coef,3.24745537549944,Canopy Height Trend,(Intercept)
mean_density_km2_scaled,-0.00375786181847874,0.000743660554932791,-0.00521540972287008,-0.0023003139140874,negative,18,150,969,-488199.761670172,TRUE,canopy_height_900m_coef,3.24745537549944,Canopy Height Trend,Mean Elephant Density
percent_population_growth_scaled,0.000468843671863511,0.000309959661279491,-0.000138666100904525,0.00107635344463155,non-significant,18,150,969,-488199.761670172,TRUE,canopy_height_900m_coef,3.24745537549944,Canopy Height Trend,Elephant Population Growth
months_severe_drought_scaled,-0.00177742166272973,0.000238250217737265,-0.0022443835088036,-0.00131045981665587,negative,18,150,969,-488199.761670172,TRUE,canopy_height_900m_coef,3.24745537549944,Canopy Height Trend,N Drought Months
fire_frequency_scaled,-0.00426412089159105,0.000109589830728406,-0.00447891301289057,-0.00404932877029153,negative,18,150,969,-488199.761670172,TRUE,canopy_height_900m_coef,3.24745537549944,Canopy Height Trend,Fire frequency
mat_coef_scaled,0.00135939607391431,0.000438363695509064,0.000500219018586657,0.00221857312924195,positive,18,150,969,-488199.761670172,TRUE,canopy_height_900m_coef,3.24745537549944,Canopy Height Trend,MAT Trend
