term,estimate,std_error,statistic,p_value,individual_id,sex,n_true,n_total,ci_lb,ci_ub,evi_mean_mean,distance_to_water_km_mean,distance_to_settlement_km_mean,human_modification_mean,slope_mean,evi_mean_range,distance_to_water_km_range,distance_to_settlement_km_range,human_modification_range,slope_range,season
human_modification,0.0106640383262013,0.0583518524727957,0.182754066482688,0.854990991154652,0F08,M,635,6276,-0.103705592520478,0.125033669172881,2989.38263277078,1.82274403606073,4.74140073727031,0.0255982535226428,10.8968420900533,3897.50646972656,5.29919290542603,11.7911815643311,0.623018377926201,44.1255125701428,wet_season
slope,-0.671635765977531,0.061654714568649,-10.8935021543195,1.23786584552918e-27,0F08,M,635,6276,-0.792479006532083,-0.550792525422979,2989.38263277078,1.82274403606073,4.74140073727031,0.0255982535226428,10.8968420900533,3897.50646972656,5.29919290542603,11.7911815643311,0.623018377926201,44.1255125701428,wet_season
evi_mean,0.307402977921497,0.0266372376376003,11.5403474678461,8.25909200863006e-31,474E,F,1801,17957,0.2551939921518,0.359611963691193,2974.91888460716,1.97623798814487,5.22958756645604,0.0276738683349356,12.2903290387504,4084.68884277344,5.37225580215454,11.8003587722778,0.326775723602623,45.3453437909484,wet_season
distance_to_water_km,-0.199015440808839,0.0430483990008654,-4.62306253955782,3.78115662855527e-06,474E,F,1801,17957,-0.283390302850536,-0.114640578767143,2974.91888460716,1.97623798814487,5.22958756645604,0.0276738683349356,12.2903290387504,4084.68884277344,5.37225580215454,11.8003587722778,0.326775723602623,45.3453437909484,wet_season
distance_to_settlement_km,-0.0324389433251283,0.059784929568493,-0.542593987469106,0.587409379609704,474E,F,1801,17957,-0.149617405279375,0.084739518629118,2974.91888460716,1.97623798814487,5.22958756645604,0.0276738683349356,12.2903290387504,4084.68884277344,5.37225580215454,11.8003587722778,0.326775723602623,45.3453437909484,wet_season
human_modification,-0.0074196348723018,0.0317950452001575,-0.233358211180182,0.815483260063032,474E,F,1801,17957,-0.0697379234646105,0.0548986537200069,2974.91888460716,1.97623798814487,5.22958756645604,0.0276738683349356,12.2903290387504,4084.68884277344,5.37225580215454,11.8003587722778,0.326775723602623,45.3453437909484,wet_season
slope,-0.329899487832269,0.029432236570735,-11.2087807883514,3.69244386661635e-29,474E,F,1801,17957,-0.38758667151091,-0.272212304153628,2974.91888460716,1.97623798814487,5.22958756645604,0.0276738683349356,12.2903290387504,4084.68884277344,5.37225580215454,11.8003587722778,0.326775723602623,45.3453437909484,wet_season
evi_mean,0.448468878281545,0.0255052851733088,17.5833704753424,3.30342286248567e-69,E371,M,1994,20429,0.39847851934186,0.49845923722123,3027.16062408059,2.33627502702484,5.62685886783596,0.0276994087051875,13.3064440630598,4133.22241210937,5.37285566329956,11.7911815643311,0.623018377926201,45.2023054212332,wet_season
distance_to_water_km,-0.0806678360647764,0.0454223327661605,-1.77595097284113,0.0757409983314017,E371,M,1994,20429,-0.169695608286451,0.00835993615689811,3027.16062408059,2.33627502702484,5.62685886783596,0.0276994087051875,13.3064440630598,4133.22241210937,5.37285566329956,11.7911815643311,0.623018377926201,45.2023054212332,wet_season
distance_to_settlement_km,-0.0556634539618172,0.0680837703320871,-0.817573023501955,0.413601036530215,E371,M,1994,20429,-0.189107643812708,0.0777807358890736,3027.16062408059,2.33627502702484,5.62685886783596,0.0276994087051875,13.3064440630598,4133.22241210937,5.37285566329956,11.7911815643311,0.623018377926201,45.2023054212332,wet_season
